1  0.30    144.00 2057.00 
2  0.50    462.00 4006.00 
3  0.79    757.00 6032.00 
4  1.10   1321.00 7510.00 
5  1.40   2017.00 8821.00 
6  1.72   3730.00 9857.00 
7  2.20   4607.00 10671.00 
8  3.10   6711.00 11188.00 
9  4.20   8842.00 11314.00 
10 15.30  11305.00 11323.00 
