-1.00    0  -1.00    0 
 0.00  473   0.00    8 
 1.00 2532   1.00 1336 
 2.00 2899   2.00 3967 
 3.00 2945   3.00 2457 
 4.00  998   4.00 1533 
 5.00  727   5.00  965 
 6.00  351   6.00  563 
 7.00  147   7.00  267 
 8.00   94   8.00  102 
 9.00   29   9.00   44 
10.00   22  10.00    9 
11.00   13  11.00    0 
12.00    6  12.00    0 
13.00    4  13.00    0 
14.00    0  14.00    0 
15.00       15.00     
