 18.995  16.310   5.795   3.770
 18.595  16.450   5.395   3.150
 21.495  16.590   6.395   5.150
 14.995  10.550   8.295   5.920
 16.095  12.880   6.895   4.070
 19.295  16.260   4.995   3.160
 20.295  19.750   7.395   4.540
 23.695  20.000  16.795  11.390
 21.995  18.000  13.995   9.310
 22.895  20.120  10.695   7.180
 23.895  19.620   7.895   5.850
 19.495  14.490   7.195   5.970
 16.895  14.480   5.595   3.700
 19.595  17.670   4.095   2.060
 21.495  18.690   6.295   3.990
 21.595  18.300   6.595   6.480
 18.695  14.840   6.895   6.630
 14.995  10.670   9.095   6.060
 15.795  12.110  10.995   6.720
 15.495  11.210  11.295   8.860
 13.995   9.400   6.495   4.350
 16.095  10.850   5.695   3.580
 18.395  15.280   3.695   1.270
 21.395  21.580   5.995   3.850
 26.695  20.610   9.595   7.900
 25.995  19.600  10.895  10.420
 16.995  13.140  14.795  10.980
 19.695  15.640  16.595  11.020
 18.695  14.040  10.495   8.820
 17.795  14.720  10.495   6.890
 24.895  22.870   9.195   4.510
 30.695  25.010  14.795  12.400
 25.495  22.920  15.795  12.620
 28.295  23.860  14.695  12.480
 23.995  20.030  11.195  10.150
 13.795  10.010   9.995   6.260
 13.995  10.420   6.495   3.490
 16.695  12.020   7.195   4.010
 19.495  14.670  11.095   6.680
 24.295  20.670  11.195   7.160
 20.095  15.860  10.595   8.110
 16.095  14.450   8.595   8.040
 18.595  15.480  13.295   8.430
 15.895  14.840  14.095  10.300
 26.995  21.790  13.695  10.170
 25.295  19.220  15.695  12.370
 18.595  15.570  12.695   8.860
 26.195  21.920  10.795   7.980
 25.795  20.630  16.995  14.000
 21.795  18.220  13.995  11.210
 19.695  15.300  13.895   9.290
 20.895  19.470  12.995   8.600
 29.795  24.450  14.095  12.590
 28.795  24.110  15.795  15.130
 24.595  20.640  17.595  15.360
 25.895  24.030  17.095  15.380
 27.895  26.110  15.095  13.890
 26.495  23.620  15.895  12.950
 28.795  26.100  16.795  14.080
 30.895  26.870  17.495  16.280
 26.195  23.700  17.595  14.620
 20.995  15.470  14.495  11.870
 21.595  17.330  14.995   9.610
 23.895  21.370  15.295  11.740
 19.495  17.660  15.895  13.010
 27.895  23.290  15.895  12.920
 31.695  27.980  22.495  15.290
 29.495  25.490  16.395  16.600
 27.095  24.000  16.395  14.170
 33.195  27.510  13.795  12.100
 31.995  25.940  21.095  18.320
 23.795  23.150  18.395  14.990
 25.395  23.500  19.095  15.450
 21.295  18.530  14.695  12.950
 23.595  22.940  13.295  11.500
 20.995  15.240  14.195  11.450
 22.295  16.670  13.695  10.570
 21.595  17.070  13.395  10.090
 21.595  16.050  15.895  11.150
 26.795  23.650  15.395  11.030
 19.195  15.890  14.995  11.150
 21.495  15.190  14.095  10.180
 19.995  15.710  14.395  10.150
 20.995  17.230  12.995   8.730
 23.195  20.610  11.595   8.020
 21.795  15.760  13.895   9.670
 19.495  14.500  12.495   8.450
 17.995  11.930  10.695   7.900
 20.095  14.370  12.995   9.170
 22.495  17.590  12.795   8.360
 20.495  17.550  13.795   7.750
 16.895  13.910  13.795  10.510
 20.095  16.220  13.395   9.720
 21.195  15.420  13.995   7.250
 18.395  15.750  14.995  10.630
 20.395  17.270  13.795   9.520
 23.895  20.580  15.395  12.350
 26.095  23.330  14.895  12.410
 23.595  20.410  17.595  13.320
 21.995  17.690  17.295  12.650
 22.295  20.380  15.895  12.790
 25.095  24.190  14.295  11.610
 25.795  24.620  18.095  14.770
 22.195  18.380  18.695  14.770
 22.595  22.840  18.495  13.940
 21.795  19.050  18.495  13.940
 21.195  16.590  18.195  13.960
 19.995  17.260  16.695  12.610
 21.895  17.540  15.595  10.500
 23.795  20.390  16.695  12.300
 25.095  23.060  14.995  12.420
 28.195  23.570  17.795  14.600
 24.695  20.670  18.395  15.920
 25.795  20.980  16.395  15.230
 26.095  21.290  16.595  14.030
 25.495  22.340  19.695  13.670
 24.795  23.060  19.095  14.130
 25.595  23.960  19.295  15.480
 25.395  23.630  20.095  16.970
 23.895  20.760  20.795  16.390
 26.095  21.530  20.495  14.750
 23.495  20.380  16.295  13.400
 24.495  23.100  16.495  11.740
 29.995  29.450  17.795  14.210
 23.695  22.070  20.095  16.630
 21.195  18.230  18.795  15.200
 24.495  19.310  18.695  14.430
 24.495  23.850  18.895  13.690
 28.695  27.200  18.495  13.100
 34.295  28.990  19.795  15.830
 27.095  25.310  20.295  17.930
 26.095  22.560  18.595  15.980
 32.095  28.940  16.295  12.480
 29.295  24.530  21.495  17.450
 29.395  29.760  21.895  17.130
 27.095  24.540  21.595  18.190
 25.595  21.660  19.295  17.370
 25.495  23.010  21.095  15.930
 28.395  25.030  20.695  17.450
 28.495  27.450  19.595  17.930
 27.495  26.350  23.295  18.610
 28.295  24.950  21.595  17.660
 29.295  27.680  20.895  19.030
 34.595  30.140  22.895  19.550
 30.695  28.840  22.095  19.050
 23.095  23.450  18.695  15.780
 25.495  23.500  17.595  15.020
 26.295  20.010  17.195  15.840
 23.995  18.280  14.895  10.800
 25.495  21.880  14.795  10.750
 31.895  26.990  14.495  12.770
 27.995  24.050  18.895  15.340
 19.495  15.830  17.095  12.980
 22.695  18.020  14.095  11.570
 27.495  24.030  12.895   8.500
 26.695  23.860  11.695  10.510
 25.395  24.150  16.195  13.370
 23.995  18.060  19.395  15.190
 23.195  18.820  16.895  13.860
 24.195  19.820  15.095  11.750
 24.995  22.130  14.295  10.090
 28.095  25.290  16.395  12.970
 26.395  25.810  19.495  13.980
 21.095  19.780  18.895  14.930
 19.095  14.900  16.195  12.020
 20.595  17.040  13.595   9.200
 22.495  19.800  11.195  10.100
 30.195  25.030  12.295  10.860
 31.295  26.200  19.095  15.680
 31.795  26.640  17.095  14.940
 29.695  26.090  15.895  13.640
 23.895  20.200  19.295  15.030
 24.495  20.560  18.895  13.910
 24.495  21.410  16.895  14.570
 29.995  25.130  16.895  13.660
 26.195  24.720  16.495  14.600
 26.695  22.200  17.595  14.440
 28.295  23.770  17.295  15.770
 27.995  24.340  17.395  15.860
 27.695  24.530  15.195  12.960
 27.295  24.100  16.095  13.720
 30.295  26.340  17.395  14.900
 30.395  26.200  17.695  15.210
 27.095  22.210  15.995  13.570
 24.395  20.460  14.995  13.450
 24.595  23.370  15.595  13.070
 30.895  26.180  17.395  14.660
 26.695  22.430  21.395  16.870
 26.095  21.420  17.795  14.300
 29.395  24.590  16.995  14.160
 29.795  25.290  17.995  16.230
 26.295  21.780  20.795  16.120
 21.295  15.630  14.195  10.140
 17.695  11.510  13.595   9.330
 15.795  10.580  10.395   7.410
 20.095  14.250   8.795   6.950
 22.395  17.530  14.395  11.450
 26.995  21.500  13.895  10.700
 26.595  21.180  21.695  14.370
 27.095  21.170  22.795  15.810
 25.595  21.690  20.995  16.840
 28.395  22.880  18.395  15.160
 27.295  22.850  17.595  13.490
 19.995  16.560  16.695  11.400
 20.195  15.350  14.495  10.510
 20.795  18.810  12.695   8.180
 24.595  19.030  14.395  11.140
 26.095  21.400  14.695  12.280
 19.695  15.880  12.695   9.530
 16.195   9.230   9.995   5.530
 17.495  11.110   8.495   4.770
 16.795  11.610   7.795   3.810
 16.995  13.520   7.295   4.690
 21.295  15.050   6.795   5.100
 20.495  13.190  17.495  11.130
 20.395  14.290  14.895  10.240
 18.495  12.700  13.395   9.600
 14.195  10.400  11.295   6.500
 18.395  13.980  10.195   5.390
 19.495  15.990  10.895   5.170
 19.395  14.410  10.595   8.240
 19.095  13.460  14.495   8.990
 15.695  11.040   9.695   3.360
 13.895   9.270   8.295   3.220
 17.995   9.060   8.095   3.730
 16.895  13.410  12.295   7.280
 22.795  18.440  14.095   9.390
 22.095  12.680  12.195   6.160
 20.395  14.440  11.295   6.000
 17.995  13.900  10.395   5.560
 16.995  11.720   9.695   3.580
 14.295   9.090   7.795   5.210
 17.095  12.000   6.195   1.400
 17.195  11.230  14.295   5.880
 17.695   9.790  14.895   5.900
 18.495  12.330  13.195   8.560
 18.095  13.610  10.295   5.970
 20.195  13.470  12.495   6.780
 14.995  12.540  10.995   5.670
 15.895  10.150  11.395   7.100
 16.595  11.230  12.095   7.310
 15.995  10.930   7.995   4.390
 10.395   5.740   4.595   1.370
  7.395   3.320   2.295  -0.930
  6.895   2.680   3.795  -0.350
 11.995   7.740   3.095  -0.120
 18.195  11.330   1.695   0.020
 18.495  13.420  11.595   5.970
 15.795  12.140  10.595   3.490
 19.495  14.370  12.895   6.750
 20.995  15.970  14.695   9.920
 14.795  10.320  10.395   6.290
 13.395   8.440   3.795   3.550
 12.995  11.480   1.695  -2.490
 10.995   7.140   3.495   1.040
  6.395   1.920   1.395  -1.630
 20.195  12.560   3.695   0.430
 19.395  13.670  13.495   8.690
 16.595  12.310  11.295   7.000
 14.295  10.000   8.095   4.830
 16.595  10.890   7.995   4.210
 17.895  10.350  14.395   7.270
 16.895  12.310   9.395   6.360
 19.495  13.810   9.795   5.520
 19.995  15.900  13.695   9.660
 14.495   9.930  10.595   6.390
 11.795   7.610   9.695   4.640
 13.795   9.880   7.695   1.930
 17.895  12.470  13.195   5.370
 15.595  10.270  11.895   6.140
 15.595   8.210   8.895   3.840
 14.095   8.500   6.795   1.830
 17.695  11.600  12.095   6.080
 22.395  16.940  11.895   7.310
 21.895  15.240  10.995   7.910
 18.195  12.850   9.195   4.970
 18.495  12.750  13.095   5.730
 18.795  14.580   8.295   6.530
 20.895  13.850   8.495   4.580
 21.095  12.980  12.995   6.980
 18.695  11.010  15.495   7.260
 18.195  11.600  15.295   8.250
 19.195  12.520  15.595   9.400
 18.495  11.960  10.995   4.680
 14.395   7.820   7.995   3.140
 17.095  11.790   7.895   3.350
 15.695   9.120   8.695   6.350
 15.895  11.280   6.995   3.890
 17.395  11.550  10.995   5.730
 17.195  10.430  12.295   8.180
 13.195   8.280   2.395   0.820
  8.995   4.420   1.695  -1.220
 11.095   6.910   0.395  -1.090
 10.995   7.740  -0.805  -1.200
 12.295   6.820   3.395   0.670
  8.095   2.850   0.595  -2.510
  8.495   6.510  -1.705  -4.130
 13.495   8.360   3.695   1.350
 14.995  10.530  11.695   4.980
 16.995  11.780   9.595   6.460
 15.995  10.920   8.195   4.090
 17.695  12.080   6.095   4.000
 15.695   8.340  10.795   6.960
 12.595   9.400  10.595   6.750
 11.695   6.380   4.395   1.450
 14.795  11.180   2.695  -1.700
 16.495  11.470   2.395  -0.510
 19.595  14.290   4.595  -0.480
 20.395  12.750  10.395   5.370
 19.895  12.220  12.795   5.340
 21.295  13.690  11.695   5.740
 22.095  15.050   9.495   5.920
 23.395  17.170   8.995   5.520
 25.495  19.800   7.895   6.420
 25.795  20.090  10.695   8.430
 20.095  15.690   8.195   9.190
 15.895  11.970   7.895   5.050
 22.195  18.320   7.395   4.830
 24.795  17.760   8.795   7.530
 22.695  16.890  15.695   9.210
 18.695  12.150  11.095   4.980
 11.395   7.430   8.895   4.040
 12.495   6.890   8.995   4.370
