  8.765   4.570   3.965  -1.380
 13.765   8.970   5.465   3.100
 11.565   6.890   6.965   0.850
  9.965   3.770   4.965  -0.370
  9.965   3.980   3.965  -1.710
  9.365   3.360   3.765  -1.880
 11.165   4.460   3.965  -2.140
 11.365   6.290   4.965  -0.190
 12.365   7.020   7.165   0.180
 16.565  11.150   4.465  -2.230
 14.365  10.500   3.965   3.470
 13.365   6.100   9.465   0.830
 13.565   8.110   4.365   1.180
 13.965   9.620   1.765  -0.760
 14.965   8.520  10.965   6.000
 11.965   6.030   7.965   1.900
 13.565   7.340   7.965   1.320
 17.965  11.090   7.565   3.860
 17.565  12.220   3.465   1.730
 14.365   7.460   6.365   3.860
 13.565   8.420   6.365   3.810
 14.365   7.630   7.465   0.920
 14.965  12.110   8.765   4.280
 14.165   7.160   6.565   1.680
 10.465   4.390   5.465  -0.340
 10.165   5.910   5.165  -2.400
 13.965   7.990   8.765   3.660
  8.765   3.380   4.365  -1.540
  9.965   3.300   3.965  -4.310
  7.965   2.060   3.165  -4.150
  8.365   1.990   4.565   0.310
  5.965   2.180   3.965   0.130
  9.565   2.020   3.965   0.150
 10.965   3.720   3.565  -2.670
 10.965   4.540   1.965  -4.550
  8.965   2.820   3.765  -2.600
 11.165   3.100   5.365  -1.540
 11.165   3.860   5.365  -3.050
  9.465   1.900   3.965  -2.360
  5.765  -2.610  -0.635  -9.320
  5.165  -2.530  -2.235 -14.150
  9.965   0.560  -3.535 -12.910
 14.565   5.530  -1.035 -10.750
 12.365   4.700   5.765  -1.930
 10.365   4.390   5.365  -1.930
 13.965   8.780   7.765   1.220
 20.965  13.070   7.565   1.740
 15.565  10.370   9.165   3.630
 12.565   6.980   6.765   2.340
  8.965   3.540   5.365  -0.720
 13.565   6.900   3.165  -3.450
 12.965   6.900   4.565  -1.290
 15.565  10.370   6.565   2.720
 18.965  13.420  11.965   5.580
 15.565  10.420   7.965   3.930
 16.165  10.010   7.565   1.490
 16.965  10.350   7.365   2.110
 15.565   9.190  12.165   5.520
 16.965  10.440  12.565   6.170
 16.965  12.020  12.565   6.060
 16.965  10.900  11.565   5.490
 15.765   9.480  10.765   4.080
 19.565  11.600   6.965   1.790
 22.365  14.000   2.965  -0.140
 14.965   8.200   6.965   3.550
 15.965   9.120   4.965   0.650
 15.365   8.450   3.965  -0.550
 15.765   9.390   1.965  -2.200
 12.965   6.700   7.565   1.580
 14.165   8.400   6.565   2.290
 18.165  12.910   3.165   1.850
 10.965   6.360   4.965   2.220
 15.165   9.430   4.965   1.470
 18.565  12.240   3.165  -0.260
 20.965  13.670   4.565   1.800
 20.365  13.160  10.965   4.100
 16.565  12.930   9.565   3.090
 14.365   8.520   5.765   1.710
 14.965   8.170   3.765  -0.150
 14.565   8.530   7.365   2.610
 18.365  11.010   5.965   0.670
 21.965  12.810  12.165   6.850
 23.365  16.140   8.965   2.890
 13.965   7.790   4.965  -0.150
 17.765  10.610   3.965  -0.560
 23.365  16.100   9.565   1.810
 17.565   9.590   6.965   4.010
 17.965  10.910   4.165   2.520
