
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-05-17,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,5a,5a016456

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1998-07-15,11:13:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 152
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
280.9,0,329.2

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
946.28,4.560,26.8,0.0,0,2,0,631,35
943.97,4.660,24.1,0.0,0,2,2,652,25
942.59,4.710,24.1,0.0,0,0,4,665,25
941.21,4.710,24.2,0.0,0,0,6,678,25
940.29,4.710,24.1,0.0,0,0,8,687,25
939.15,4.690,23.9,0.5,198,0,10,697,25
937.77,4.680,23.8,0.6,200,0,12,710,25
936.40,4.670,23.7,0.6,202,0,14,723,25
935.03,4.670,23.6,0.7,205,0,16,735,25
933.66,4.660,23.5,0.8,207,0,18,748,25
932.52,4.660,23.4,0.9,209,0,20,759,25
931.16,4.660,23.3,0.9,211,0,22,772,25
929.79,4.670,23.2,1.0,213,0,24,784,26
928.66,4.760,23.1,1.1,215,0,26,795,26
927.30,4.760,23.0,1.2,217,0,28,808,26
925.94,4.760,22.8,1.2,218,0,30,820,26
924.59,4.760,22.7,1.3,220,0,32,833,26
923.46,4.780,22.6,1.4,222,0,34,844,26
922.33,4.800,22.5,1.4,223,0,36,854,26
921.66,4.800,22.3,1.5,225,0,38,861,26
920.76,4.800,22.1,1.6,226,0,40,869,26
919.86,4.770,22.0,1.6,227,0,42,878,26
918.74,4.820,21.9,1.7,228,0,44,888,27
917.84,4.830,21.8,1.7,229,0,46,897,27
916.94,4.810,21.8,1.8,230,0,48,905,27
916.05,4.830,21.8,1.9,231,0,50,914,27
915.15,4.770,21.8,1.9,231,0,52,922,27
914.04,4.760,21.5,2.0,232,0,54,933,27
913.14,4.760,21.4,2.0,232,0,56,941,27
912.03,4.820,21.3,2.1,232,0,58,952,27
910.70,4.780,21.1,2.1,232,0,60,964,28
910.25,4.810,21.0,2.1,232,0,62,969,28
909.58,4.830,20.9,2.2,231,0,64,975,29
908.70,4.830,20.8,2.2,231,0,66,983,29
908.03,4.830,20.7,2.3,230,2,68,990,29
907.59,4.830,20.7,2.3,229,0,70,994,29
906.92,4.820,20.7,2.3,228,0,72,1000,29
905.82,4.820,20.6,2.3,227,0,74,1011,29
904.93,4.820,20.5,2.4,225,0,76,1019,29
904.27,4.780,20.4,2.4,224,0,78,1025,29
903.39,4.740,20.3,2.4,222,0,80,1034,29
902.51,4.740,20.4,2.4,220,0,82,1042,29
901.63,4.730,20.3,2.4,217,0,84,1051,29
900.97,4.730,20.2,2.4,211,0,86,1057,29
900.31,4.700,20.1,2.4,205,0,88,1063,29
899.65,4.700,20.1,2.4,200,0,90,1070,29
898.77,4.730,20.0,2.3,195,0,92,1078,29
897.89,4.760,20.0,2.3,190,0,94,1086,29
897.23,4.760,19.9,2.2,185,0,96,1093,29
896.36,4.760,19.9,2.1,181,0,98,1101,29
895.70,4.760,19.8,2.1,180,0,100,1107,29
894.83,4.760,19.8,1.9,183,0,102,1116,29
894.17,4.780,19.7,1.7,185,0,104,1122,29
893.52,4.820,19.7,1.6,185,0,106,1128,29
892.65,4.830,19.6,1.5,194,0,108,1137,30
891.77,4.830,19.6,1.4,219,0,110,1145,30
890.69,4.830,19.5,1.4,225,0,112,1156,30
889.60,4.850,19.4,1.4,232,0,114,1166,30
888.73,4.900,19.2,1.5,239,0,116,1175,30
888.08,4.950,19.1,1.5,247,0,118,1181,30
887.43,4.950,19.1,1.7,258,0,120,1187,30
886.78,4.940,19.0,1.8,271,0,122,1193,31
885.92,4.960,18.9,1.8,287,0,124,1202,31
884.83,5.000,18.8,2.0,275,0,126,1212,32
883.97,5.000,18.7,2.1,274,0,128,1221,31
883.11,5.000,18.6,2.1,273,0,130,1229,31
882.25,4.970,18.5,2.2,272,0,132,1237,31
881.60,4.950,18.4,2.3,271,0,134,1244,31
880.52,4.950,18.3,2.4,270,0,136,1254,32
879.66,4.940,18.2,2.5,270,0,138,1262,33
878.59,4.940,18.2,2.5,269,0,140,1273,33
877.73,4.940,18.2,2.6,268,0,142,1281,33
876.88,4.930,18.1,2.7,267,0,144,1290,34
876.24,4.930,18.0,2.7,266,0,146,1296,33
875.38,4.930,17.9,2.8,265,0,148,1304,33
874.74,4.940,17.8,2.8,264,0,150,1310,32
873.46,4.930,17.7,2.9,263,0,152,1323,32
872.18,4.930,17.6,2.9,262,0,154,1335,33
871.12,4.940,17.5,3.0,262,0,156,1346,33
869.84,4.950,17.5,3.0,261,0,158,1358,33
868.78,5.050,17.5,3.0,260,0,160,1369,34
867.93,5.050,17.3,3.1,259,0,162,1377,35
867.08,5.130,17.2,3.1,258,0,164,1385,35
866.24,5.170,17.1,3.1,257,0,166,1394,35
865.18,5.220,17.1,3.2,256,0,168,1404,35
864.34,5.220,17.0,3.2,255,0,170,1412,33
863.49,5.250,17.0,3.2,255,0,172,1421,33
862.23,5.260,17.0,3.2,254,0,174,1433,33
860.76,5.370,16.9,3.2,253,0,176,1448,33
859.50,5.370,16.7,3.2,252,0,178,1460,33
858.45,5.380,16.7,3.2,252,0,180,1471,33
857.19,5.420,16.7,3.2,251,0,182,1483,33
855.73,5.470,16.6,3.2,250,0,184,1498,33
854.89,5.470,16.5,3.2,249,0,186,1506,33
854.06,5.470,16.4,3.2,249,0,188,1514,33
853.23,5.550,16.3,3.2,248,0,190,1523,33
852.60,5.580,16.3,3.2,248,2,192,1529,33
851.77,5.580,16.2,3.2,247,0,194,1537,33
850.73,5.580,16.1,3.2,246,0,196,1548,33
849.90,5.580,16.0,3.2,246,0,198,1556,33
848.86,5.540,16.0,3.2,246,0,200,1566,33
847.41,5.530,15.8,3.1,245,0,202,1581,33
845.35,5.530,15.7,3.1,245,0,204,1601,33
844.31,5.500,15.6,3.1,244,0,206,1612,33
843.49,5.500,15.6,3.1,244,0,208,1620,33
842.67,5.500,15.5,3.0,244,0,210,1628,33
841.64,5.460,15.4,3.0,244,0,212,1639,33
840.41,5.450,15.3,3.0,243,0,214,1651,33
839.38,5.460,15.2,3.0,243,0,216,1661,33
838.56,5.450,15.1,2.9,243,0,218,1670,33
837.54,5.460,15.0,2.9,243,0,220,1680,32
836.72,5.500,15.0,2.8,243,0,222,1688,32
835.70,5.470,14.9,2.8,243,0,224,1699,32
834.89,5.470,14.9,2.8,244,0,226,1707,32
834.07,5.500,14.9,2.7,244,0,228,1715,32
832.65,5.500,14.9,2.7,244,0,230,1729,32
831.63,5.500,14.8,2.6,244,0,232,1740,32
830.62,5.500,14.8,2.6,245,0,234,1750,32
829.60,5.470,14.6,2.6,245,0,236,1760,32
828.39,5.470,14.5,2.5,246,0,238,1773,32
827.38,5.470,14.4,2.5,246,0,240,1783,32
826.17,5.470,14.3,2.4,247,0,242,1795,33
824.96,5.470,14.2,2.4,248,0,244,1808,32
823.95,5.470,14.1,2.3,248,0,246,1818,31
823.15,5.450,14.2,2.3,249,0,248,1826,31
822.54,5.450,14.2,2.2,250,0,250,1832,31
821.94,5.450,14.1,2.2,251,0,252,1839,31
820.74,5.440,14.0,2.1,252,0,254,1851,31
819.74,5.450,14.0,2.1,254,0,256,1861,31
818.74,5.450,13.9,2.0,255,0,258,1872,31
817.74,5.420,13.9,2.0,256,0,260,1882,31
816.74,5.350,13.8,1.9,258,0,262,1892,31
815.35,5.380,13.7,1.9,259,0,264,1907,31
814.55,5.350,13.6,1.8,261,0,266,1915,31
813.76,5.350,13.5,1.8,262,0,268,1923,30
812.96,5.350,13.5,1.7,264,0,270,1931,30
812.37,5.350,13.5,1.6,266,0,272,1937,30
811.57,5.330,13.4,1.6,268,0,274,1946,30
810.78,5.350,13.4,1.5,270,0,276,1954,30
809.79,5.330,13.3,1.5,272,0,278,1964,30
809.00,5.330,13.2,1.4,274,0,280,1972,30
