
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-03-14,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,6A,6A15415

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-01-05,11:46:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 196
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
245.6,0,295.7

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
962.59,0.910,5.8,1.0,30,2,0,631,77
961.65,0.950,5.4,1.1,27,0,2,639,68
960.71,1.110,4.9,1.2,25,0,4,647,58
959.78,1.140,4.5,1.3,24,0,6,655,59
958.60,1.190,4.3,1.4,22,2,8,665,60
957.67,1.220,4.2,1.4,20,0,10,673,61
956.97,1.270,4.2,1.5,18,0,12,679,60
955.80,1.290,4.1,1.6,17,0,14,689,60
954.87,1.290,4.1,1.7,15,0,16,697,60
953.70,1.300,4.0,1.8,13,0,18,707,60
952.77,1.300,3.8,1.8,11,0,20,714,61
951.84,1.320,3.8,1.9,9,0,22,722,61
950.91,1.330,3.7,2.0,8,0,24,730,62
949.52,1.350,3.6,2.1,6,0,26,742,63
948.36,1.370,3.5,2.1,4,2,28,752,64
946.97,1.380,3.5,2.2,2,0,30,764,64
945.82,1.390,3.4,2.3,1,0,32,774,65
944.43,1.500,3.4,2.4,359,0,34,786,66
943.05,1.580,3.4,2.4,357,0,36,798,68
942.13,1.660,3.4,2.5,356,0,38,806,68
941.21,1.760,3.5,2.6,354,0,40,814,67
940.06,1.790,3.7,2.7,352,0,42,823,67
938.92,1.870,3.8,2.7,350,0,44,833,66
937.54,2.000,4.0,2.8,349,0,46,845,65
935.94,2.070,4.2,2.9,347,0,48,859,63
935.03,2.120,4.3,2.9,345,0,50,867,63
934.12,2.160,4.4,3.0,344,0,52,875,63
933.20,2.210,4.4,3.1,342,0,54,883,63
931.84,2.230,4.3,3.1,340,0,56,895,64
930.70,2.240,4.3,3.2,339,0,58,905,63
929.11,2.300,4.3,3.3,337,0,60,919,63
928.20,2.340,4.2,3.3,336,0,62,927,63
927.07,2.340,4.1,3.4,334,0,64,937,64
925.71,2.350,4.1,3.5,332,0,66,949,64
925.00,2.390,4.0,3.5,331,3,67,955,65
924.59,2.390,4.0,3.5,331,0,68,959,65
923.23,2.420,3.9,3.6,329,0,70,970,66
921.88,2.490,3.8,3.7,328,0,72,982,66
920.76,2.530,3.7,3.7,326,0,74,992,67
919.63,2.590,3.6,3.8,325,0,76,1002,67
918.74,2.640,3.6,3.9,323,0,78,1010,67
917.61,2.640,3.5,3.9,322,0,80,1020,67
916.27,2.640,3.4,4.0,320,0,82,1032,67
914.93,2.610,3.3,4.0,319,0,84,1044,67
913.81,2.610,3.3,4.1,318,0,86,1054,66
912.70,2.620,3.2,4.1,316,0,88,1064,67
911.59,2.620,3.2,4.2,315,0,90,1074,66
910.47,2.620,3.2,4.3,313,0,92,1083,64
909.36,2.620,3.2,4.3,312,0,94,1093,60
908.48,2.680,3.3,4.4,311,0,96,1101,56
907.37,2.830,3.4,4.4,309,0,98,1111,52
906.26,2.970,3.4,4.5,308,0,100,1121,51
905.15,3.000,3.4,4.5,307,0,102,1131,50
903.83,3.090,3.5,4.6,306,0,104,1143,49
902.73,3.160,3.5,4.6,304,0,106,1153,48
901.63,3.230,3.6,4.6,303,0,108,1163,47
900.53,3.310,3.7,4.7,302,0,110,1173,42
899.65,3.390,3.7,4.7,301,0,112,1180,38
898.77,3.480,3.8,4.8,300,0,114,1188,35
897.89,3.540,3.9,4.8,299,0,116,1196,33
897.01,3.570,4.0,4.9,297,0,118,1204,34
896.36,3.660,4.0,4.9,296,0,120,1210,35
894.83,3.680,4.0,4.9,295,0,122,1224,37
893.30,3.690,4.0,5.0,294,0,124,1238,40
891.99,3.700,4.0,5.0,293,0,126,1250,42
890.90,3.710,4.1,5.0,292,0,128,1260,44
889.82,3.720,4.1,5.1,291,0,130,1270,44
888.51,3.730,4.1,5.1,290,0,132,1282,44
887.43,3.730,4.0,5.1,290,0,134,1292,44
886.35,3.740,3.9,5.1,289,0,136,1301,44
885.27,3.760,3.9,5.2,288,0,138,1311,42
884.40,3.790,3.9,5.2,287,2,140,1319,39
883.11,3.790,4.1,5.2,286,0,142,1331,38
881.60,3.800,4.2,5.2,286,0,144,1345,36
880.52,3.810,4.3,5.2,285,0,146,1355,33
879.45,3.810,4.6,5.3,284,0,148,1365,29
878.38,3.810,5.0,5.3,284,0,150,1375,26
877.31,3.830,5.3,5.3,283,0,152,1385,25
876.24,3.840,5.5,5.3,282,0,154,1395,24
874.95,3.890,5.6,5.3,282,0,156,1407,23
873.89,3.920,5.7,5.3,281,0,158,1417,22
872.61,3.920,5.9,5.3,281,0,160,1429,20
871.54,3.920,6.1,5.3,280,0,162,1439,18
870.69,3.960,6.2,5.3,280,0,164,1447,16
869.84,3.960,6.4,5.3,279,0,166,1455,14
869.20,4.010,6.5,5.3,279,0,168,1461,13
868.57,4.020,6.6,5.3,278,0,170,1467,13
867.93,4.030,6.8,5.2,279,0,172,1473,12
867.08,4.020,7.0,5.2,281,2,174,1481,12
865.82,4.040,7.0,5.2,283,0,176,1493,13
864.55,4.060,7.2,5.2,285,0,178,1505,12
863.28,4.080,7.2,5.2,288,0,180,1517,11
862.44,4.090,7.2,5.3,291,0,182,1525,11
861.39,4.100,7.2,5.3,294,0,184,1535,11
860.55,4.110,7.2,5.4,296,0,186,1543,12
859.71,4.110,7.1,5.6,298,0,188,1551,12
858.66,4.120,7.0,5.7,299,0,190,1561,13
857.82,4.120,7.0,5.7,300,0,192,1569,13
856.77,4.110,7.0,5.7,300,0,194,1579,13
855.73,4.100,7.0,5.7,300,0,196,1589,12
854.68,4.110,7.0,5.7,299,0,198,1599,12
853.43,4.100,6.9,5.6,298,0,200,1611,12
852.39,4.110,6.9,5.5,296,0,202,1621,12
851.35,4.100,6.8,5.5,295,0,204,1631,12
850.31,4.090,6.8,5.4,294,0,206,1641,12
850.00,4.070,6.8,5.4,294,3,207,1644,12
849.28,4.070,6.8,5.3,292,0,208,1651,12
848.24,4.070,6.8,5.2,291,0,210,1661,11
847.21,4.070,6.8,5.1,289,0,212,1671,11
846.17,4.060,6.7,5.1,288,0,214,1681,12
845.35,4.060,6.7,5.1,286,0,216,1689,12
844.31,4.060,6.6,5.1,285,0,218,1699,13
843.49,4.050,6.6,5.1,284,0,220,1707,13
842.67,4.050,6.6,5.1,282,0,222,1715,13
841.84,4.050,6.4,5.1,281,0,224,1723,14
841.02,4.020,6.4,5.2,279,0,226,1731,14
840.20,4.010,6.4,5.2,278,0,228,1739,14
838.77,4.010,6.3,5.2,277,0,230,1753,14
837.34,4.010,6.2,5.3,275,0,232,1767,14
836.11,4.000,6.1,5.3,274,0,234,1779,14
834.89,3.990,6.0,5.4,272,0,236,1791,14
833.87,3.980,6.0,5.4,271,0,238,1801,14
832.65,3.980,5.9,5.5,270,0,240,1813,14
831.83,3.970,5.8,5.5,268,0,242,1821,14
830.82,3.980,5.7,5.6,267,0,244,1831,14
829.20,3.980,5.6,5.7,266,0,246,1847,14
828.19,3.980,5.5,5.7,265,0,248,1857,14
827.18,3.970,5.5,5.8,263,0,250,1867,15
826.37,3.970,5.4,5.8,262,0,252,1875,15
825.56,3.960,5.3,5.9,261,0,254,1883,15
824.55,3.950,5.2,5.9,260,0,256,1893,15
823.55,3.950,5.1,6.0,258,0,258,1903,15
822.75,3.950,5.1,6.0,257,0,260,1911,15
821.94,3.910,5.0,6.0,256,0,262,1919,14
820.74,3.910,5.0,6.0,255,0,264,1930,14
819.54,3.910,5.0,6.0,253,0,266,1942,14
818.14,3.910,5.0,6.0,252,0,268,1956,14
816.94,3.910,5.0,6.0,251,0,270,1968,14
815.74,3.910,4.9,6.0,250,0,272,1980,14
814.55,3.910,4.8,6.0,249,0,274,1992,13
813.16,3.900,4.8,6.0,248,0,276,2006,12
811.97,3.900,4.8,6.0,247,0,278,2018,12
810.98,3.850,4.8,6.0,246,0,280,2028,11
809.99,3.830,4.9,6.0,245,0,282,2038,10
808.80,3.830,5.0,6.0,244,0,284,2050,10
807.62,3.820,4.9,6.0,243,0,286,2062,10
