
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-05-20,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,6A,6A8073

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2000-01-19,11:52:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 226
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
292.4,0,333.9

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
946.97,2.090,12.2,4.0,230,2,0,631,32
946.51,2.090,12.0,,,0,2,635,27
945.13,2.130,11.3,,,0,4,647,27
944.20,2.180,10.7,,,0,6,655,27
943.28,2.240,10.5,,,2,8,664,28
942.36,2.280,10.5,,,0,10,672,28
941.21,2.300,10.3,,,0,12,682,29
940.98,2.390,10.3,,,0,14,684,29
940.52,2.480,10.2,,,0,16,688,29
940.06,2.530,10.1,,,0,18,692,29
939.38,2.560,10.0,,,0,20,698,29
938.69,2.590,9.9,,,0,22,704,29
938.23,2.620,9.9,,,0,24,708,29
937.54,2.660,9.8,,,0,26,714,29
937.08,2.660,9.7,,,0,28,718,29
936.17,2.690,9.6,,,0,30,726,29
935.26,2.830,9.5,,,0,32,735,29
934.12,2.840,9.4,,,0,34,745,29
932.75,2.890,9.4,,,0,36,757,30
931.38,2.930,9.3,,,0,38,769,30
930.02,2.960,9.3,,,0,40,781,30
928.43,2.960,9.1,,,0,42,795,30
926.85,2.980,9.0,,,0,44,809,30
925.49,3.010,8.9,,,0,46,821,30
925.00,3.020,8.9,,,3,47,826,30
924.13,3.020,8.8,,,0,48,834,30
922.78,3.040,8.6,,,0,50,846,30
921.66,3.060,8.5,,,0,52,856,31
920.76,3.080,8.3,,,0,54,864,31
919.86,3.120,8.3,,,0,56,872,31
918.96,3.120,8.1,,,0,58,880,32
918.06,3.130,8.0,,,0,60,888,32
917.39,3.140,8.0,,,0,62,894,32
916.50,3.130,7.9,,,0,64,902,32
915.60,3.150,7.9,,,0,66,910,32
914.71,3.200,7.8,,,0,68,918,32
913.81,3.230,7.7,,,0,70,926,32
912.92,3.230,7.7,,,0,72,934,32
912.25,3.230,7.6,,,0,74,940,33
911.59,3.230,7.5,,,0,76,946,33
910.92,3.230,7.4,,,0,78,952,33
910.03,3.230,7.4,,,0,80,960,32
909.14,3.230,7.3,,,0,82,968,32
908.48,3.240,7.3,,,0,84,974,32
907.37,3.240,7.1,,,0,86,984,32
906.48,3.240,7.0,,,0,88,992,32
905.60,3.240,7.0,,,0,90,1000,32
904.71,3.270,6.9,,,0,92,1008,32
904.05,3.270,6.9,,,0,94,1014,32
902.73,3.290,6.9,,,0,96,1027,32
901.63,3.290,6.7,,,0,98,1037,32
900.53,3.290,6.7,,,0,100,1047,31
899.65,3.290,6.6,,,0,102,1055,31
898.77,3.290,6.7,,,0,104,1063,32
897.67,3.290,6.6,,,0,106,1073,31
896.14,3.290,6.5,,,0,108,1087,31
895.26,3.330,6.4,,,0,110,1095,30
894.17,3.340,6.4,,,0,112,1105,30
893.08,3.360,6.4,,,0,114,1115,30
892.21,3.360,6.3,,,0,116,1123,30
891.12,3.360,6.2,,,2,118,1133,30
890.25,3.360,6.2,,,0,120,1141,30
888.95,3.360,6.3,,,0,122,1153,29
887.65,3.360,6.4,,,0,124,1165,28
886.35,3.360,6.4,,,0,126,1177,28
885.27,3.390,6.4,,,0,128,1187,27
884.19,3.360,6.5,,,0,130,1197,26
883.54,3.420,6.5,,,0,132,1203,26
882.46,3.430,6.4,,,0,134,1213,26
881.38,3.430,6.4,,,0,136,1223,27
880.31,3.430,6.3,,,0,138,1233,26
879.02,3.420,6.4,,,0,140,1245,26
877.95,3.440,6.4,,,0,142,1255,26
877.09,3.470,6.4,,,0,144,1263,25
876.02,3.470,6.4,,,0,146,1273,25
874.95,3.470,6.4,,,0,148,1283,24
873.89,3.470,6.5,,,0,150,1293,23
872.82,3.470,6.7,,,0,152,1303,22
871.75,3.480,6.8,,,0,154,1313,22
870.27,3.500,6.9,,,0,156,1327,21
869.42,3.500,6.9,,,0,158,1335,21
868.57,3.500,6.9,,,0,160,1343,21
867.30,3.540,7.0,,,0,162,1355,20
866.03,3.540,7.1,,,0,164,1367,19
864.97,3.540,7.2,,,0,166,1377,18
863.70,3.540,7.3,,,0,168,1389,16
862.23,3.550,7.4,,,0,170,1403,16
860.97,3.550,7.4,,,0,172,1415,16
859.71,3.550,7.3,,,0,174,1427,16
858.45,3.550,7.3,,,0,176,1439,15
856.98,3.570,7.2,,,0,178,1453,15
855.52,3.570,7.2,,,0,180,1467,15
854.48,3.570,7.1,,,0,182,1477,15
853.23,3.580,7.1,,,0,184,1489,14
852.18,3.590,7.1,,,0,186,1499,13
851.14,3.590,7.1,,,0,188,1509,13
