
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-09-23,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,6a,6a15761

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-09-21,11:12:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 222
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
255.8,0,314.7

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11Pressure,,,,,Pump

#PUMP_CORRECTION
Pressure,Correction
2,1.171
3,1.131
5,1.092
10,1.055
20,1.032
30,1.022
50,1.015
100,1.011
200,1.008
300,1.006
500,1.004
1000,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
944.9,2.180,23.8,2,180,2,0,631,39
944.2,2.180,23.7,,,0,2,637,39
943.74,2.190,23.7,,,0,4,642,38
943.05,2.230,23.7,,,0,6,648,38
942.59,2.250,23.6,,,0,8,652,38
941.9,2.230,23.6,,,0,10,659,37
941.44,2.230,23.5,,,0,12,663,37
940.75,2.290,23.5,,,0,14,669,37
940.29,2.350,23.4,,,0,16,674,36
939.6,2.400,23.4,,,0,18,680,36
938.92,2.460,23.3,,,0,20,686,36
938.46,2.510,23.3,,,0,22,691,35
937.77,2.570,23.2,,,0,24,697,35
937.31,2.620,23.2,,,0,26,701,35
936.63,2.670,23.1,,,0,28,708,34
936.17,2.730,23.1,,,0,30,712,34
935.48,2.780,23.1,,,0,32,718,34
935.03,2.840,23,,,0,34,723,33
934.34,2.890,23,,,0,36,729,33
933.66,2.950,22.9,,,0,38,735,32
933.2,3.000,22.9,,,0,40,740,32
932.52,3.060,22.8,,,0,42,746,32
932.06,3.110,22.8,,,0,44,750,31
931.38,3.170,22.7,,,0,46,757,31
930.93,3.220,22.7,,,0,48,761,31
930.25,3.270,22.6,,,0,50,767,30
929.79,3.330,22.6,,,0,52,771,30
929.11,3.380,22.5,,,0,54,778,30
928.43,3.440,22.5,,,0,56,784,29
927.98,3.490,22.4,,,0,58,788,29
927.3,3.550,22.4,,,0,60,795,29
926.85,3.600,22.4,,,0,62,799,28
926.17,3.660,22.3,,,0,64,805,28
925.71,3.710,22.3,,,0,66,810,28
925.04,3.770,22.2,,,0,68,816,27
924.59,3.820,22.2,,,0,70,820,27
923.91,3.870,22.1,,,0,72,826,27
923.23,3.930,22.1,,,0,74,833,26
922.78,3.980,22,,,0,76,837,26
922.11,4.040,22,,,0,78,843,26
921.66,4.090,21.9,,,0,80,848,25
920.98,4.150,21.9,,,0,82,854,25
920.53,4.260,21.8,,,0,84,858,25
919.86,4.260,21.8,,,0,86,865,24
919.41,4.540,21.8,,,0,88,869,24
918.74,4.580,21.7,,,0,90,875,24
918.06,4.620,21.6,,,0,92,881,23
917.61,4.660,21.6,,,0,94,886,23
916.94,4.710,21.6,,,0,96,892,23
916.5,4.750,21.5,,,0,98,896,22
915.82,4.790,21.5,,,0,100,903,22
915.38,4.840,21.4,,,0,102,907,22
914.71,4.880,21.3,,,0,104,913,21
914.26,4.920,21.2,,,0,106,917,21
913.59,4.960,21.2,,,0,108,924,20
912.92,5.010,21.1,,,0,110,930,20
912.48,5.050,21.1,,,0,112,934,20
911.81,5.090,21,,,0,114,940,19
911.36,5.140,21,,,0,116,945,19
910.7,5.180,20.9,,,0,118,951,19
910.25,5.220,20.9,,,0,120,955,18
909.58,5.260,20.8,,,0,122,962,18
908.92,5.290,20.8,,,2,124,968,18
907.81,5.270,20.7,,,0,126,978,17
906.04,5.260,20.6,,,0,128,995,16
904.05,5.240,20.5,,,0,130,1014,16
901.85,5.230,20.3,,,0,132,1035,15
899.87,5.220,20.2,,,0,134,1054,14
897.67,5.200,20.1,,,0,136,1075,13
895.48,5.190,19.9,,,0,138,1096,13
893.52,5.170,19.8,,,0,140,1115,12
891.77,5.160,19.7,,,0,142,1132,12
890.03,5.140,19.6,,,0,144,1148,12
888.51,5.130,19.5,,,0,146,1163,12
886.78,5.110,19.3,,,0,148,1180,12
885.27,5.100,19.2,,,0,150,1194,12
883.54,5.080,19.1,,,0,152,1211,12
882.03,5.070,19,,,0,154,1226,12
880.31,5.060,18.9,,,0,156,1243,13
878.81,5.040,18.8,,,0,158,1257,13
877.09,5.030,18.7,,,0,160,1274,13
875.59,5.010,18.6,,,0,162,1289,13
873.89,5.000,18.5,,,0,164,1305,13
872.39,4.980,18.3,,,0,166,1320,13
870.69,4.970,18.2,,,0,168,1337,13
869.2,4.950,18.1,,,0,170,1351,13
867.51,4.940,18,,,0,172,1368,13
866.03,4.930,17.9,,,0,174,1382,13
864.34,4.910,17.8,,,0,176,1399,13
862.86,4.900,17.7,,,0,178,1414,13
861.18,4.880,17.6,,,0,180,1430,13
859.71,4.870,17.5,,,0,182,1445,13
858.24,4.850,17.4,,,0,184,1459,14
856.56,4.840,17.2,,,0,186,1476,14
855.1,4.820,17.1,,,0,188,1491,14
853.43,4.810,17,,,0,190,1507,14
851.98,4.790,16.9,,,0,192,1522,14
850.31,4.780,16.8,,,0,194,1538,14
848.86,4.770,16.7,,,0,196,1553,14
847.21,4.750,16.6,,,0,198,1569,14
845.76,4.740,16.5,,,0,200,1584,14
844.11,4.720,16.4,,,0,202,1600,14
842.67,4.710,16.2,,,0,204,1615,14
841.02,4.690,16.1,,,0,206,1632,14
839.59,4.680,16,,,0,208,1646,14
837.95,4.660,15.9,,,0,210,1663,14
836.52,4.650,15.8,,,0,212,1677,15
834.89,4.640,15.7,,,0,214,1694,15
833.46,4.620,15.6,,,0,216,1708,15
831.83,4.610,15.5,,,0,218,1725,15
830.41,4.590,15.4,,,0,220,1739,15
828.79,4.580,15.2,,,0,222,1756,15
827.38,4.560,15.1,,,0,224,1770,15
825.97,4.550,15,,,0,226,1784,15
824.35,4.530,14.9,,,0,228,1801,15
822.95,4.520,14.8,,,0,230,1815,15
821.34,4.500,14.7,,,0,232,1832,15
819.94,4.490,14.6,,,0,234,1846,15
818.34,4.480,14.5,,,0,236,1863,15
816.94,4.460,14.4,,,0,238,1877,15
815.35,4.450,14.3,,,0,240,1894,16
813.95,4.430,14.1,,,0,242,1908,16
812.37,4.420,14,,,0,244,1924,16
810.98,4.400,13.9,,,0,246,1939,16
809.4,4.390,13.8,,,0,248,1955,16
808.01,4.370,13.7,,,0,250,1970,16
806.44,4.360,13.6,,,0,252,1986,16
805.06,4.350,13.5,,,0,254,2000,16
803.49,4.330,13.4,,,0,256,2017,16
802.12,4.320,13.3,,,0,258,2031,16
800.55,4.300,13.1,,,0,260,2048,16
799.19,4.290,13,,,0,262,2062,16
797.63,4.270,12.9,,,0,264,2078,16
796.26,4.260,12.8,,,0,266,2093,16
794.71,4.240,12.7,,,0,268,2109,16
793.35,4.230,12.6,,,0,270,2123,17
792,4.210,12.5,,,0,272,2138,17
790.45,4.200,12.4,,,0,274,2154,17
