
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-05-20,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,5A,5A017483

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1999-10-27,11:27:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 161
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
209.3,0,289.5

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
950.91,2.240,15.5,0.0,0,2,0,631,83
948.59,2.240,15.3,,,0,2,652,86
947.44,2.250,15.3,,,0,4,662,85
946.51,2.250,15.3,,,0,6,670,85
945.59,2.250,15.3,,,0,8,679,85
944.43,2.250,15.2,,,0,10,689,85
943.51,2.260,15.1,,,0,12,697,85
942.82,2.260,15.1,,,0,14,704,85
941.67,2.260,15.0,,,0,16,714,85
940.52,2.270,14.9,,,0,18,724,86
939.60,2.270,14.8,,,0,20,733,86
938.69,2.270,14.8,,,0,22,741,86
937.77,2.280,14.7,,,0,24,749,86
936.86,2.280,14.7,,,0,26,757,88
935.94,2.280,14.7,,,0,28,766,88
935.03,2.290,14.6,,,0,30,774,88
933.89,2.290,14.5,,,0,32,784,88
932.75,2.290,14.4,,,0,34,795,88
931.84,2.290,14.4,,,0,36,803,88
930.93,2.300,14.3,,,0,38,811,88
930.02,2.300,14.2,,,0,40,819,88
929.34,2.300,14.2,,,0,42,826,89
928.20,2.310,14.1,,,0,44,836,89
927.07,2.310,14.1,,,0,46,846,89
925.94,2.310,14.0,,,0,48,857,90
925.26,2.320,13.9,,,0,50,863,92
925.00,2.320,13.9,,,3,51,865,92
924.59,2.320,13.8,,,0,52,869,91
923.91,2.320,13.7,,,0,54,875,91
923.23,2.320,13.7,,,0,56,881,91
922.56,2.330,13.7,,,0,58,888,91
921.66,2.330,13.7,,,0,60,896,91
921.43,2.330,13.7,,,0,62,898,91
920.98,2.340,13.6,,,0,64,902,92
920.08,2.340,13.5,,,0,66,910,91
919.18,2.340,13.6,,,0,68,919,90
918.29,2.350,13.5,,,0,70,927,90
917.17,2.350,13.4,,,0,72,937,91
916.27,2.350,13.3,,,0,74,945,91
915.15,2.360,13.2,,,0,76,956,91
914.26,2.360,13.1,,,0,78,964,92
913.37,2.360,13.2,,,0,80,972,92
912.48,2.360,13.1,,,0,82,980,92
911.59,2.370,13.1,,,0,84,989,92
910.47,2.370,13.0,,,0,86,999,93
909.36,2.370,12.9,,,0,88,1009,92
908.48,2.380,12.8,,,0,90,1017,92
907.59,2.380,12.8,,,0,92,1026,93
906.48,2.380,12.7,,,0,94,1036,93
905.15,2.390,12.6,,,0,96,1048,92
904.49,2.390,12.5,,,0,98,1054,92
903.39,2.390,12.4,,,0,100,1065,93
902.29,2.390,12.4,,,0,102,1075,92
900.97,2.400,12.3,,,0,104,1087,92
899.87,2.400,12.3,,,0,106,1097,92
898.99,2.400,12.3,,,0,108,1106,92
897.89,2.410,12.2,,,0,110,1116,92
896.80,2.410,12.1,,,0,112,1126,92
