
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-06-10,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,6a,6a10066

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-09-19,11:30:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 181
* <Unknown>

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
281.6,0,327.0

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,0.000,27.40,Pressure_ib2,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
941.90,5.530,21.8,0.0,0,2,0,631,60
940.75,5.530,21.6,1.1,212,0,2,642,50
939.15,5.530,21.3,1.2,214,0,4,656,51
937.77,5.530,21.0,1.3,216,0,6,669,52
936.17,5.530,20.8,1.4,217,0,8,684,52
934.57,5.530,20.6,1.5,219,0,10,699,53
933.20,5.530,20.5,1.6,221,0,12,711,53
932.06,5.530,20.5,1.6,222,0,14,722,53
930.47,5.530,20.4,1.7,224,0,16,737,54
928.88,5.530,20.3,1.8,226,0,18,751,54
927.52,5.530,20.0,1.9,227,0,20,764,55
925.94,5.530,19.6,2.0,229,0,22,779,57
925.00,5.530,19.4,2.1,230,3,23,788,58
924.36,5.530,19.3,2.1,230,0,24,794,58
923.01,5.530,19.0,2.2,231,0,26,806,58
921.66,5.530,18.7,2.3,233,0,28,819,59
920.53,5.530,18.4,2.3,234,0,30,829,60
919.41,5.530,18.3,2.4,235,0,32,840,59
917.84,5.530,18.2,2.5,236,0,34,854,59
916.05,5.530,18.1,2.6,237,0,36,871,59
914.71,5.530,18.0,2.7,238,0,38,884,60
913.37,5.530,17.8,2.7,239,0,40,896,61
912.25,5.530,17.7,2.8,240,0,42,907,61
910.92,5.530,17.6,2.9,241,0,44,919,62
909.14,5.530,17.4,3.0,241,0,46,936,63
907.15,5.530,17.3,3.0,242,0,48,955,63
905.38,5.530,17.2,3.1,242,0,50,971,63
903.83,5.530,17.0,3.2,242,0,52,986,63
902.29,5.530,16.9,3.2,242,0,54,1001,64
900.75,5.530,16.9,3.3,242,0,56,1015,64
898.99,5.530,16.8,3.3,242,0,58,1032,63
897.23,5.530,16.6,3.4,242,0,60,1048,63
895.48,5.530,16.4,3.5,242,0,62,1065,65
893.74,5.530,16.3,3.5,241,0,64,1082,66
892.21,5.530,16.1,3.5,240,0,66,1096,67
890.47,5.530,15.9,3.6,240,0,68,1113,67
888.51,5.530,15.8,3.6,239,0,70,1132,68
886.78,5.530,15.7,3.7,237,0,72,1148,68
885.05,5.530,15.5,3.7,236,0,74,1165,68
883.54,5.530,15.4,3.7,235,0,76,1179,68
882.03,5.530,15.2,3.8,233,0,78,1194,69
880.31,5.530,14.9,3.8,231,0,80,1210,70
878.59,5.530,14.7,3.8,229,0,82,1227,71
876.88,5.530,14.6,3.8,227,0,84,1243,71
875.38,5.530,14.4,3.9,224,0,86,1258,72
873.89,5.530,14.3,3.9,222,0,88,1272,72
872.39,5.530,14.2,3.9,219,0,90,1287,73
870.90,5.530,13.9,3.9,216,0,92,1301,75
869.63,5.530,13.8,3.9,213,0,94,1314,76
868.36,5.530,13.8,3.9,209,0,96,1326,76
866.45,5.530,13.6,3.9,205,0,98,1345,76
864.76,5.530,13.5,3.8,202,0,100,1361,77
863.28,5.530,13.3,3.8,197,0,102,1375,76
861.81,5.530,13.3,3.8,193,0,104,1390,76
860.13,5.530,13.2,3.8,188,0,106,1406,77
858.03,5.530,13.1,3.7,184,0,108,1427,76
857.19,5.530,13.0,3.7,178,0,110,1435,77
855.94,5.530,12.8,3.7,173,0,112,1447,78
854.48,5.530,12.5,3.6,167,0,114,1462,79
853.23,5.530,12.4,3.6,162,0,116,1474,80
851.56,5.530,12.4,3.5,155,0,118,1491,80
850.00,5.530,12.2,3.5,149,3,120,1506,80
849.69,5.530,12.2,3.5,149,0,120,1509,80
848.86,5.530,12.1,3.4,142,0,122,1517,79
847.83,5.530,12.1,3.3,135,0,124,1527,78
846.59,5.530,12.1,3.3,128,0,126,1540,76
845.55,5.530,12.2,3.2,120,0,128,1550,74
844.52,5.530,12.3,3.1,113,0,130,1560,72
843.08,5.530,12.4,3.0,104,0,132,1575,70
842.67,5.530,12.4,2.9,96,0,134,1579,68
841.84,5.530,12.4,2.8,87,0,136,1587,68
840.61,5.530,12.3,2.7,78,0,138,1599,68
839.59,5.530,12.2,2.6,69,0,140,1609,69
838.36,5.530,12.2,2.5,60,0,142,1622,69
836.72,5.530,12.0,2.4,50,0,144,1638,70
835.91,5.530,11.9,2.2,40,0,146,1646,69
835.09,5.530,11.9,2.1,30,0,148,1654,69
834.07,5.530,11.7,2.0,20,0,150,1665,69
832.85,5.530,11.6,1.9,9,0,152,1677,70
831.63,5.530,11.6,1.8,358,0,154,1689,69
830.21,5.530,11.6,1.6,347,0,156,1704,67
829.40,5.530,11.6,1.5,336,0,158,1712,66
828.19,5.530,11.6,1.4,325,0,160,1724,64
826.77,5.530,11.6,1.3,313,0,162,1738,63
825.56,5.530,11.5,0.8,310,0,164,1751,63
824.35,5.530,11.4,0.6,286,0,166,1763,63
822.95,5.530,11.3,0.6,263,0,168,1777,63
822.14,5.530,11.3,0.0,0,0,170,1785,64
820.94,5.530,11.2,0.5,202,0,172,1797,64
819.74,5.530,11.1,0.5,181,0,174,1810,63
818.74,5.530,11.0,0.5,167,0,176,1820,61
817.54,5.530,11.0,0.6,152,0,178,1832,60
815.94,5.540,11.0,0.6,138,2,180,1848,58
815.15,5.540,10.9,0.7,126,0,182,1857,58
814.15,5.540,10.8,0.8,115,0,184,1867,58
812.96,5.540,10.7,0.8,105,0,186,1879,57
811.97,5.540,10.6,0.9,97,0,188,1889,57
810.98,5.540,10.6,0.9,90,0,190,1899,57
809.79,5.540,10.5,1.0,84,0,192,1912,57
809.00,5.540,10.4,1.0,79,0,194,1920,57
808.21,5.540,10.3,0.9,79,0,196,1928,57
807.42,5.540,10.2,0.9,78,0,198,1936,58
806.44,5.540,10.1,0.8,77,0,200,1946,58
805.45,5.540,10.0,0.8,79,0,202,1956,59
804.47,5.540,9.9,0.8,88,0,204,1966,59
803.88,5.540,9.9,0.8,103,0,206,1973,59
803.10,5.540,9.8,0.9,120,0,208,1981,59
802.31,5.540,9.8,0.9,138,0,210,1989,59
801.34,5.540,9.7,1.0,157,0,212,1999,60
800.16,5.540,9.6,1.0,174,0,214,2011,60
799.19,5.540,9.5,1.1,190,0,216,2021,61
798.41,5.540,9.4,1.2,205,0,218,2029,61
797.63,5.540,9.3,1.4,213,0,220,2037,60
796.65,5.540,9.2,1.6,216,0,222,2048,60
795.68,5.540,9.2,1.8,223,0,224,2058,61
794.52,5.540,9.0,2.0,228,0,226,2070,62
793.35,5.540,8.9,2.2,232,0,228,2082,62
792.39,5.540,8.9,2.5,236,0,230,2092,62
791.42,5.540,8.7,2.8,239,0,232,2102,64
790.26,5.540,8.6,3.1,241,0,234,2114,65
789.10,5.540,8.5,3.4,243,0,236,2126,66
788.14,5.540,8.4,3.7,245,0,238,2137,67
787.18,5.540,8.3,4.0,246,0,240,2147,67
786.03,5.540,8.3,4.3,247,0,242,2159,68
784.69,5.540,8.1,4.5,247,0,244,2173,70
783.54,5.540,8.0,4.8,248,0,246,2185,70
782.58,5.540,7.9,4.8,248,0,248,2195,71
781.44,5.540,7.8,5.0,248,0,250,2207,72
780.29,5.540,7.7,5.1,248,0,252,2219,72
779.53,5.540,7.7,5.2,248,0,254,2227,73
778.58,5.540,7.6,5.3,248,0,256,2237,73
777.82,5.540,7.5,5.2,246,0,258,2245,73
776.87,5.540,7.5,5.2,245,0,260,2255,73
775.54,5.540,7.4,5.1,244,0,262,2270,72
774.03,5.540,7.3,5.1,243,0,264,2286,71
773.28,5.540,7.3,5.0,242,0,266,2294,70
772.33,5.540,7.1,5.0,240,0,268,2304,70
771.39,5.540,7.0,4.9,239,0,270,2314,70
770.26,5.540,7.1,4.9,238,0,272,2326,70
769.32,5.540,7.0,4.8,237,0,274,2336,69
768.57,5.540,7.0,4.7,237,0,276,2344,67
767.07,5.540,6.9,4.7,236,0,278,2360,64
