
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-06-10,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Barajas,ESP

#INSTRUMENT
Name,Model,Number
ECC,6a,6a10076

#LOCATION
Latitude,Longitude,Height
40.47,-3.58,631.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2001-06-27,11:23:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 100
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
281.6,0,330.8

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
945.13,3.090,25.4,4.0,300,2,0,631,40
942.82,3.080,24.2,3.6,294,0,2,652,29
941.90,3.080,23.7,3.5,292,0,4,661,29
941.21,3.080,23.3,3.4,290,0,6,667,30
940.29,3.080,22.8,3.3,287,0,8,676,30
939.38,3.140,22.3,3.2,285,0,10,684,31
938.23,3.240,22.1,3.2,283,2,12,695,31
937.08,3.250,22.0,3.1,282,0,14,705,32
935.94,3.260,21.9,3.0,280,0,16,716,32
934.80,3.290,21.9,3.0,278,0,18,727,32
933.43,3.300,21.8,2.9,277,0,20,739,32
932.06,3.320,21.6,2.9,275,0,22,752,33
930.93,3.390,21.5,2.9,274,0,24,763,33
929.11,3.430,21.3,2.9,273,0,26,779,34
927.30,3.440,21.1,2.8,272,0,28,796,34
925.71,3.450,21.0,2.8,272,0,30,811,34
924.13,3.450,20.8,2.9,271,0,32,826,34
922.56,3.440,20.7,2.9,271,0,34,841,35
921.21,3.480,20.6,2.9,271,0,36,853,35
919.41,3.480,20.4,3.0,272,0,38,870,35
917.61,3.530,20.2,3.0,272,0,40,887,35
916.05,3.560,20.0,3.1,273,0,42,902,35
914.48,3.560,19.8,3.2,274,0,44,916,36
912.92,3.600,19.8,3.3,276,0,46,931,36
911.81,3.610,19.7,3.5,279,0,48,942,36
909.81,3.620,19.5,3.7,281,0,50,961,37
908.03,3.640,19.4,3.8,281,0,52,977,37
906.26,3.680,19.1,3.9,282,0,54,994,37
904.49,3.680,18.9,4.0,282,0,56,1011,38
902.73,3.690,18.7,4.0,283,0,58,1028,38
901.19,3.730,18.5,3.9,283,0,60,1042,38
899.21,3.770,18.3,3.9,283,0,62,1061,39
897.45,3.800,18.2,3.8,283,0,64,1078,39
895.70,3.800,18.1,3.8,283,0,66,1095,40
894.17,3.800,17.8,3.8,283,0,68,1109,40
892.65,3.800,17.7,3.7,283,0,70,1124,40
891.56,3.800,17.6,3.7,283,0,72,1134,40
889.38,3.810,17.5,3.7,283,0,74,1155,41
887.43,3.800,17.2,3.6,282,0,76,1174,41
885.70,3.820,17.1,3.6,282,0,78,1190,41
884.19,3.820,16.9,3.6,281,0,80,1205,42
882.89,3.820,16.7,3.6,280,0,82,1217,42
881.60,3.820,16.6,3.6,279,0,84,1230,42
880.09,3.820,16.5,3.7,278,0,86,1244,43
878.38,3.820,16.3,3.7,277,0,88,1261,43
876.66,3.820,16.1,3.7,275,0,90,1278,44
874.74,3.830,16.0,3.8,274,0,92,1296,44
873.03,3.840,15.8,3.9,271,0,94,1313,44
871.33,3.850,15.7,4.0,268,0,96,1330,44
869.84,3.890,15.6,4.1,265,0,98,1344,45
868.14,3.910,15.4,4.2,263,0,100,1361,45
866.45,3.930,15.3,4.3,259,0,102,1377,45
864.97,3.930,15.1,4.4,257,0,104,1392,46
863.49,3.930,14.9,4.5,255,0,106,1406,46
862.02,3.930,14.7,4.5,253,0,108,1421,47
860.34,3.930,14.6,4.5,252,0,110,1437,47
858.66,3.930,14.5,4.4,252,0,112,1454,47
856.98,3.930,14.4,4.2,252,0,114,1470,48
855.31,3.930,14.2,4.0,253,0,116,1487,48
853.64,3.930,14.0,3.7,255,0,118,1503,49
851.98,3.930,13.9,3.4,257,0,120,1520,49
850.52,3.940,13.8,3.0,261,0,122,1534,49
849.07,3.940,13.6,2.6,265,0,124,1548,50
847.41,3.940,13.4,2.2,272,0,126,1565,50
845.97,3.930,13.2,2.0,280,0,128,1579,51
844.52,3.930,13.0,1.8,284,0,130,1594,52
842.87,3.920,12.9,1.6,289,0,132,1610,52
842.05,3.920,12.8,1.3,294,0,134,1618,52
840.82,3.930,12.6,1.2,300,0,136,1630,52
839.59,3.920,12.5,1.1,306,0,138,1643,52
838.36,3.930,12.5,1.1,306,0,140,1655,52
836.93,3.990,12.3,1.1,304,0,142,1669,53
835.50,4.000,12.1,1.2,302,0,144,1684,54
833.66,4.000,12.0,1.2,298,0,146,1702,54
832.04,4.020,11.7,1.3,294,0,148,1718,56
830.62,4.020,11.5,1.4,289,0,150,1733,56
829.20,4.020,11.5,1.5,283,0,152,1747,56
827.58,4.010,11.3,1.6,277,0,154,1763,57
826.17,3.970,11.2,1.7,271,0,156,1778,57
825.36,3.930,11.1,1.8,265,0,158,1786,57
824.35,3.930,11.0,1.9,258,0,160,1796,58
822.95,3.940,10.9,2.0,252,0,162,1810,58
821.54,3.950,10.8,2.1,245,0,164,1825,58
820.34,3.950,10.7,2.1,240,0,166,1837,59
818.74,3.950,10.5,2.0,236,0,168,1853,59
817.74,3.970,10.3,2.0,234,0,170,1863,60
816.74,3.970,10.2,2.1,230,0,172,1873,60
815.55,3.970,10.1,2.0,227,0,174,1886,60
814.35,3.970,10.0,2.0,224,0,176,1898,61
812.96,3.980,9.9,1.9,221,0,178,1912,61
811.18,3.970,9.7,1.9,219,0,180,1930,62
810.58,3.950,9.6,1.8,217,0,182,1936,62
809.59,3.950,9.5,1.7,215,0,184,1946,62
808.21,3.930,9.3,1.5,213,0,186,1961,63
807.03,3.950,9.2,1.3,210,0,188,1973,63
805.85,3.950,9.1,1.1,202,0,190,1985,63
804.67,3.930,9.0,1.0,196,0,192,1997,64
803.49,3.930,8.9,0.9,189,0,194,2009,64
802.31,3.930,8.7,0.8,171,0,196,2021,65
801.34,3.920,8.6,0.7,146,2,198,2031,65
800.36,3.930,8.6,0.7,123,0,200,2042,65
799.58,3.950,8.5,0.8,100,0,202,2050,65
798.80,3.940,8.4,0.8,81,0,204,2058,65
798.21,3.950,8.4,0.9,70,0,206,2064,62
797.43,3.990,8.3,1.0,67,0,208,2072,62
796.65,4.030,8.3,1.1,61,0,210,2080,63
795.68,4.020,8.2,1.2,55,0,212,2090,64
794.91,4.020,8.0,1.2,58,0,214,2098,64
794.32,4.020,8.0,1.2,57,0,216,2104,64
792.77,4.020,7.9,1.2,57,0,218,2120,64
792.19,3.940,7.8,1.2,56,0,220,2126,64
791.42,4.020,7.8,1.1,53,0,222,2134,65
790.84,4.000,7.7,1.0,49,0,224,2140,65
790.26,4.020,7.7,0.8,40,0,226,2146,65
789.49,4.030,7.6,0.7,27,0,228,2154,66
788.53,4.030,7.5,0.7,6,0,230,2165,66
787.56,4.030,7.4,0.6,351,0,232,2175,66
786.80,4.060,7.3,0.5,338,0,234,2183,66
785.84,4.060,7.3,0.0,0,0,236,2193,65
784.88,4.030,7.2,0.5,308,0,238,2203,65
783.92,4.030,7.1,0.7,291,0,240,2213,65
782.77,4.000,7.1,0.9,283,0,242,2225,64
781.63,3.970,7.0,1.0,277,0,244,2237,63
780.67,3.970,7.0,1.1,273,0,246,2247,62
779.72,3.940,6.9,1.2,271,0,248,2257,61
778.77,3.930,6.9,1.4,270,0,250,2267,61
777.63,3.910,6.8,1.5,270,0,252,2279,60
776.68,3.910,6.8,1.6,271,0,254,2289,60
775.54,3.870,6.7,1.6,273,0,256,2301,60
774.41,3.890,6.7,1.7,275,0,258,2313,60
773.28,3.890,6.6,1.7,277,0,260,2325,60
772.33,3.880,6.4,1.7,278,0,262,2335,60
771.39,3.850,6.3,1.6,282,0,264,2345,60
770.26,3.850,6.2,1.5,283,0,266,2357,60
768.95,3.850,6.1,1.5,278,0,268,2371,62
767.63,3.870,6.0,1.4,275,0,270,2385,62
766.51,3.870,5.8,1.3,271,0,272,2397,62
765.57,3.840,5.7,1.3,268,0,274,2407,63
764.64,3.830,5.6,1.4,266,0,276,2417,62
763.71,3.820,5.6,1.6,266,0,278,2427,62
762.59,3.830,5.6,1.9,266,0,280,2439,59
761.47,3.830,5.5,2.3,267,0,282,2451,58
760.54,3.820,5.6,2.7,270,0,284,2461,57
