
#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2005-06-21,AEMET,1.0,Cesar Zancajo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,308,Madrid,ESP

#INSTRUMENT
Name,Model,Number
ECC,5A,5A14939

#LOCATION
Latitude,Longitude,Height
40.45,-3.72,640.0

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-01-10,11:16:00
* SOFTWARE: SNDPRO 1.32
* TROPOPAUSE IN MB 244
* 

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
360.0,0,391.7

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesGroundO3
RS80-RSA11,,,,Pressure,Pump

#PUMP_CORRECTION
Pressure,Correction
2.0,1.171
3.0,1.131
5.0,1.092
10.0,1.055
20.0,1.032
30.0,1.022
50.0,1.015
100.0,1.011
200.0,1.008
300.0,1.006
500.0,1.004
1000.0,1.000

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
932.98,1.260,7.5,5.3,280,2,0,640,60
929.57,1.400,7.6,5.8,284,2,2,670,60
928.20,1.420,7.4,6.2,285,0,4,682,61
926.62,1.440,7.2,6.6,286,0,6,696,61
925.04,1.450,6.9,6.9,287,0,8,710,62
923.68,1.480,6.7,7.2,287,0,10,722,63
922.33,1.570,6.6,7.4,288,0,12,734,63
920.76,1.640,6.4,7.6,289,0,14,748,64
919.41,1.690,6.3,7.6,289,0,16,760,65
918.29,1.730,6.2,7.6,290,0,18,770,65
916.94,1.790,6.1,7.5,290,0,20,782,66
915.38,1.790,5.9,7.3,291,0,22,796,67
913.37,1.800,5.8,6.9,291,0,24,814,67
912.25,1.810,5.8,6.6,291,0,26,824,67
910.92,1.810,5.6,6.3,292,0,28,836,67
909.58,1.810,5.5,6.1,292,0,30,848,67
908.48,1.810,5.5,5.9,292,0,32,858,67
907.15,1.810,5.4,5.9,292,0,34,870,67
905.60,1.850,5.3,5.9,292,0,36,884,66
904.49,1.880,5.2,6.0,292,0,38,894,66
903.39,1.930,5.1,6.1,292,0,40,904,66
902.29,1.950,4.9,6.2,292,0,42,914,66
901.19,2.110,4.8,6.4,292,0,44,924,67
900.09,2.150,4.8,6.5,292,0,46,934,67
898.99,2.150,4.7,6.6,292,0,48,944,67
897.89,2.250,4.6,6.7,292,0,50,954,68
897.01,2.260,4.5,6.8,291,0,52,962,68
896.14,2.290,4.4,6.9,291,0,54,970,68
895.05,2.330,4.4,7.0,291,0,56,980,68
893.52,2.360,4.2,7.1,291,0,58,994,68
892.21,2.380,4.0,7.1,290,0,60,1006,68
891.34,2.450,3.9,7.1,290,0,62,1014,69
890.03,2.470,3.9,7.2,290,0,64,1026,69
888.51,2.480,3.8,7.2,290,0,66,1040,69
887.21,2.540,3.7,7.3,290,0,68,1051,68
885.92,2.540,3.6,7.3,290,0,70,1063,68
884.19,2.610,3.5,7.4,289,0,72,1079,68
882.68,2.630,3.4,7.4,289,0,74,1093,68
881.38,2.670,3.2,7.4,289,0,76,1105,68
879.88,2.710,3.1,7.4,289,0,78,1119,68
878.16,2.750,2.9,7.4,289,0,80,1135,69
876.88,2.800,2.8,7.5,289,0,82,1147,70
875.59,2.830,2.7,7.5,290,0,84,1158,70
874.10,2.840,2.6,7.4,290,0,86,1172,71
872.61,2.840,2.4,7.4,290,0,88,1186,71
871.33,2.850,2.3,7.3,290,0,90,1198,71
870.05,2.850,2.2,7.2,290,0,92,1210,72
868.78,2.880,2.1,7.1,290,0,94,1222,73
867.51,2.880,2.0,7.0,291,0,96,1233,73
866.45,2.880,1.9,6.9,291,0,98,1243,73
864.97,2.930,1.7,6.7,292,0,100,1257,74
863.28,2.940,1.6,6.5,292,0,102,1273,74
862.02,2.950,1.4,6.3,293,0,104,1285,75
860.76,2.950,1.4,6.2,293,0,106,1296,75
859.71,2.960,1.3,6.1,294,0,108,1306,76
858.03,2.960,1.1,6.0,294,0,110,1322,77
856.36,2.970,1.0,5.9,294,0,112,1338,77
855.10,2.980,0.9,5.8,295,0,114,1349,78
853.85,2.990,0.7,5.8,295,0,116,1361,79
852.60,2.980,0.6,5.7,295,0,118,1373,79
851.35,2.970,0.5,5.7,295,0,120,1385,80
850.11,2.970,0.4,5.8,295,0,122,1396,81
850.00,2.970,0.4,5.8,295,3,122,1397,81
848.65,2.970,0.2,5.8,296,0,124,1410,82
847.62,2.960,0.1,5.8,296,0,126,1420,82
846.59,2.940,0.0,5.9,296,0,128,1430,82
845.35,2.930,-0.1,5.9,296,0,130,1441,82
843.90,2.920,-0.2,5.9,296,0,132,1455,83
842.87,2.910,-0.3,6.0,296,0,134,1465,84
841.64,2.900,-0.4,6.1,296,0,136,1477,85
840.00,2.890,-0.6,6.2,296,0,138,1492,85
838.77,2.880,-0.7,6.4,296,0,140,1504,86
837.54,2.880,-0.8,6.5,296,0,142,1516,87
836.52,2.880,-0.9,6.6,296,0,144,1525,87
835.09,2.880,-1.0,6.8,296,0,146,1539,88
833.87,2.880,-1.1,6.9,296,0,148,1551,88
832.85,2.870,-1.1,7.0,295,0,150,1561,88
831.63,2.870,-1.2,7.0,295,0,152,1572,88
830.21,2.880,-1.3,7.1,295,0,154,1586,88
828.79,2.870,-1.3,7.1,295,0,156,1600,87
827.38,2.870,-1.3,7.2,294,0,158,1613,87
825.97,2.870,-1.4,7.2,294,0,160,1627,88
824.55,2.880,-1.5,7.3,294,0,162,1640,87
823.35,2.880,-1.6,7.3,294,0,164,1652,87
822.34,2.890,-1.6,7.4,294,0,166,1662,86
820.94,2.930,-1.6,7.4,294,0,168,1675,84
819.74,2.970,-1.5,7.4,294,0,170,1687,82
818.74,2.990,-1.5,7.5,294,0,172,1697,82
817.34,3.000,-1.6,7.5,294,0,174,1710,80
815.94,3.000,-1.5,7.5,295,0,176,1724,78
814.75,3.030,-1.6,7.5,295,0,178,1736,77
813.56,3.040,-1.6,7.4,295,0,180,1747,77
812.37,3.040,-1.6,7.4,296,0,182,1759,76
810.98,3.050,-1.7,7.3,296,0,184,1773,76
809.79,3.050,-1.8,7.2,296,0,186,1784,75
808.61,3.050,-1.8,7.2,296,0,188,1796,74
807.42,3.090,-1.9,7.1,297,0,190,1808,73
806.24,3.100,-1.9,7.0,297,0,192,1819,73
805.26,3.100,-1.9,6.9,297,0,194,1829,72
804.08,3.110,-1.9,6.8,297,0,196,1841,71
802.51,3.100,-1.9,6.8,297,0,198,1856,70
801.14,3.130,-1.9,6.7,298,0,200,1870,69
800.16,3.150,-1.9,6.9,297,0,202,1880,69
799.19,3.150,-2.0,6.8,297,0,204,1889,69
798.02,3.160,-2.1,6.8,297,0,206,1901,69
796.85,3.160,-2.2,6.8,297,0,208,1913,69
795.68,3.160,-2.2,6.8,297,0,210,1924,68
794.71,3.160,-2.3,6.8,297,0,212,1934,68
793.94,3.160,-2.3,6.8,297,0,214,1942,68
793.16,3.160,-2.3,6.9,297,0,216,1949,68
792.19,3.160,-2.3,6.9,297,0,218,1959,67
791.23,3.160,-2.4,6.9,297,0,220,1969,67
790.45,3.160,-2.4,6.9,298,0,222,1977,67
789.68,3.160,-2.5,6.9,298,0,224,1984,66
788.53,3.160,-2.5,7.0,297,0,226,1996,66
787.18,3.160,-2.6,7.0,297,0,228,2009,66
786.22,3.160,-2.6,7.1,297,0,230,2019,66
785.26,3.190,-2.6,7.0,298,0,232,2029,66
783.92,3.190,-2.7,7.1,298,0,234,2042,65
782.58,3.190,-2.7,7.2,298,0,236,2056,64
781.63,3.160,-2.7,7.3,297,0,238,2066,64
780.67,3.180,-2.7,7.5,297,0,240,2075,63
778.96,3.180,-2.8,7.5,297,0,242,2093,62
777.63,3.180,-2.8,7.6,296,0,244,2106,62
776.49,3.180,-2.9,7.7,296,0,246,2118,62
775.17,3.180,-2.9,7.7,296,0,248,2131,62
773.28,3.180,-3.0,7.8,295,0,250,2151,61
771.20,3.180,-3.1,7.8,295,0,252,2172,60
770.45,3.200,-3.1,7.8,295,0,254,2180,60
769.32,3.210,-3.1,7.9,295,0,256,2191,60
768.01,3.210,-3.2,7.9,294,0,258,2205,59
766.88,3.210,-3.2,7.9,294,0,260,2216,59
765.57,3.210,-3.4,8.0,294,0,262,2230,59
763.89,3.210,-3.5,8.0,294,0,264,2247,59
762.96,3.200,-3.5,8.0,294,0,266,2257,59
762.03,3.200,-3.6,8.1,294,0,268,2267,59
760.91,3.200,-3.8,8.1,294,0,270,2278,59
759.80,3.200,-3.9,8.1,294,0,272,2290,59
758.87,3.200,-3.9,8.1,294,0,274,2299,59
757.76,3.200,-3.9,8.1,294,0,276,2311,60
757.02,3.200,-4.0,8.1,294,0,278,2319,60
755.92,3.200,-4.2,8.2,293,0,280,2330,60
754.99,3.190,-4.3,8.2,293,0,282,2340,61
