#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -11.42  -12.54  -12.12  -13.33  -15.19  -16.20  -17.44  -15.75  -12.79  -12.72  -12.85  -14.03  -15.11  -13.78  -10.87   -9.20   -9.58   -8.02   -7.33   -9.87  -10.96  -10.97  -11.68  -12.03
    2.00  -13.58  -14.78  -16.05  -15.80  -15.51  -14.80  -14.24  -15.72  -17.11  -16.47  -14.64  -12.49  -11.66  -12.30  -13.36  -12.75  -12.19  -13.45  -13.49  -12.41  -12.39  -12.91  -11.58  -11.27
    3.00  -20.57  -20.12  -20.52  -20.30  -21.41  -22.75  -23.74  -23.78  -24.45  -25.01  -26.75  -26.43  -23.84  -21.90  -20.54  -20.68  -19.68  -18.77  -20.09  -22.15  -21.74  -21.17  -23.56  -23.84
   10.00  -43.67  -42.78  -42.24  -41.30  -41.17  -40.76  -41.31  -42.09  -42.38  -42.52  -43.53  -43.76  -42.47  -41.17  -41.47  -42.32  -42.22  -41.61  -41.23  -42.84  -43.12  -43.81  -43.50  -42.91
   20.00  -49.52  -50.37  -50.65  -49.86  -49.03  -48.94  -48.13  -48.09  -48.88  -49.79  -49.63  -49.61  -49.50  -49.13  -49.15  -49.20  -48.99  -48.43  -47.69  -47.13  -47.72  -48.01  -48.24  -49.16
   30.00  -53.68  -53.49  -53.37  -53.97  -54.60  -55.10  -55.72  -55.25  -54.77  -54.43  -53.76  -53.28  -53.37  -54.27  -54.89  -54.88  -54.59  -54.20  -53.53  -53.86  -53.87  -53.69  -54.04  -54.55
   50.00  -58.12  -58.31  -58.37  -58.26  -58.55  -58.75  -58.59  -58.99  -59.48  -59.56  -59.29  -58.54  -57.48  -56.62  -57.08  -58.03  -58.79  -59.15  -59.31  -58.55  -58.84  -59.11  -59.03  -58.55
   70.00  -60.36  -60.23  -60.13  -59.72  -59.28  -59.44  -59.64  -59.71  -59.90  -60.04  -59.89  -60.16  -60.64  -60.56  -60.13  -59.61  -59.07  -58.86  -59.48  -59.78  -59.66  -59.86  -59.83  -60.18
  100.00  -60.91  -61.27  -61.96  -62.11  -62.10  -61.66  -61.08  -60.37  -60.20  -60.61  -60.90  -60.92  -61.00  -61.05  -60.88  -61.03  -61.21  -61.17  -60.76  -61.08  -60.60  -60.40  -60.37  -60.12
  125.00  -59.19  -59.06  -59.58  -59.87  -60.21  -60.58  -60.90  -60.77  -60.06  -59.44  -59.63  -59.66  -59.67  -59.60  -59.29  -59.04  -59.11  -59.18  -58.87  -58.88  -58.80  -58.42  -58.42  -58.67
  150.00  -58.15  -57.61  -58.02  -58.77  -58.99  -58.88  -58.70  -58.62  -58.56  -58.36  -58.19  -58.20  -58.05  -57.84  -57.47  -56.99  -56.85  -56.89  -56.54  -56.14  -56.54  -56.34  -55.76  -55.92
  175.00  -57.78  -57.20  -56.60  -57.35  -57.95  -58.38  -58.67  -58.66  -58.27  -57.87  -57.46  -57.43  -57.31  -57.28  -57.32  -57.04  -57.14  -57.66  -57.82  -57.43  -57.33  -57.89  -58.45  -58.37
  200.00  -59.45  -59.57  -58.71  -58.44  -58.60  -58.72  -58.94  -59.28  -59.50  -59.54  -59.33  -59.38  -59.39  -59.45  -59.87  -59.94  -59.68  -59.62  -59.79  -60.09  -59.74  -58.97  -59.44  -59.88
  225.00  -54.79  -54.86  -54.87  -54.87  -54.82  -54.79  -54.90  -55.14  -55.42  -55.64  -55.35  -55.44  -55.57  -55.70  -55.87  -55.96  -56.03  -55.90  -55.85  -56.03  -56.31  -56.62  -55.91  -55.99
  250.00  -48.70  -48.78  -48.97  -49.23  -49.42  -49.44  -49.44  -49.57  -49.77  -49.95  -49.77  -49.81  -49.82  -49.73  -49.62  -49.55  -49.85  -50.20  -50.30  -50.37  -50.61  -50.89  -50.65  -50.94
  300.00  -39.49  -39.73  -39.76  -39.79  -39.65  -39.60  -39.66  -39.75  -39.77  -39.80  -40.04  -40.03  -40.04  -40.09  -40.07  -40.12  -39.78  -39.39  -39.56  -39.99  -40.38  -40.59  -40.67  -40.66
  350.00  -30.70  -30.95  -31.03  -30.94  -30.90  -30.89  -30.95  -31.03  -31.11  -31.13  -31.51  -31.51  -31.57  -31.62  -31.73  -31.88  -31.94  -31.86  -31.72  -31.91  -32.02  -31.98  -31.67  -31.50
  400.00  -23.38  -23.63  -23.88  -23.81  -23.89  -23.91  -23.87  -23.85  -23.99  -24.12  -24.02  -24.07  -24.19  -24.25  -24.33  -24.38  -24.36  -24.35  -24.38  -24.71  -24.80  -24.73  -24.57  -24.41
  450.00  -17.41  -17.59  -17.80  -17.62  -17.72  -17.76  -17.67  -17.60  -17.72  -17.83  -17.83  -17.73  -17.77  -17.84  -17.95  -18.03  -17.93  -17.81  -17.88  -18.09  -18.13  -18.09  -18.17  -18.10
  500.00  -12.17  -12.20  -12.29  -12.05  -12.16  -12.29  -12.32  -12.31  -12.39  -12.39  -12.45  -12.24  -12.21  -12.20  -12.25  -12.33  -12.26  -12.15  -12.34  -12.46  -12.37  -12.32  -12.58  -12.43
