#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -6.73   -6.91   -7.73   -7.72   -8.47   -9.26   -8.40   -8.52   -9.79  -11.56  -12.82  -11.73   -9.89   -9.36   -7.90   -7.50   -7.22   -7.03   -7.57   -6.79   -6.93   -7.90   -7.69   -7.48
    2.00   -3.47   -3.95   -4.38   -4.72   -5.77   -8.01   -7.71   -5.99   -4.16   -4.14   -6.92   -9.72   -9.23   -7.89   -4.89   -2.48   -1.01   -0.05   -0.47   -0.82   -0.94   -2.14   -3.95   -4.78
    3.00  -11.66  -12.10  -11.50  -11.25  -11.04  -13.02  -15.00  -14.98  -12.94  -10.24   -8.80  -10.01  -11.84  -13.88  -13.64  -13.30  -12.74  -10.67   -8.65   -8.05   -7.63   -8.45  -10.12   -9.90
   10.00  -38.76  -39.54  -39.98  -39.54  -38.58  -38.01  -38.08  -38.52  -39.19  -39.79  -40.10  -39.85  -38.93  -37.10  -36.12  -36.65  -37.37  -38.53  -39.61  -39.53  -38.70  -38.41  -38.40  -37.51
   20.00  -47.91  -47.96  -47.51  -47.23  -47.10  -46.75  -46.40  -46.70  -47.30  -48.03  -48.88  -48.99  -48.23  -47.88  -47.72  -46.88  -46.02  -45.73  -45.74  -46.13  -46.79  -47.20  -47.68  -48.27
   30.00  -53.03  -53.06  -52.85  -52.45  -52.38  -52.68  -52.71  -52.26  -51.59  -51.20  -51.64  -52.24  -52.58  -52.96  -53.26  -53.39  -53.14  -52.65  -52.24  -51.67  -51.16  -51.30  -51.40  -51.88
   50.00  -60.22  -60.12  -60.06  -60.11  -59.86  -59.51  -59.44  -59.69  -59.78  -59.42  -58.23  -58.08  -58.43  -59.00  -59.31  -59.03  -58.66  -58.42  -58.55  -59.24  -59.61  -59.29  -59.21  -59.42
   70.00  -64.99  -65.52  -65.55  -65.13  -64.53  -63.78  -63.08  -62.90  -63.07  -63.08  -62.98  -62.86  -62.96  -63.16  -63.48  -63.86  -64.13  -64.45  -64.79  -64.97  -64.95  -64.58  -64.03  -63.54
  100.00  -63.82  -63.94  -64.07  -64.26  -64.43  -64.58  -64.65  -64.60  -64.53  -64.59  -65.20  -65.32  -65.19  -65.18  -65.23  -65.13  -64.86  -64.38  -63.83  -63.64  -63.69  -63.77  -63.77  -63.75
  125.00  -59.45  -59.45  -59.53  -59.72  -59.88  -60.07  -60.32  -60.46  -60.44  -60.40  -60.47  -60.63  -60.69  -60.78  -60.84  -60.89  -60.88  -60.85  -60.87  -60.88  -60.82  -60.76  -60.57  -60.34
  150.00  -54.73  -54.76  -54.87  -55.03  -55.14  -55.20  -55.32  -55.50  -55.65  -55.73  -55.71  -55.87  -55.87  -55.95  -56.07  -56.28  -56.40  -56.36  -56.37  -56.41  -56.40  -56.45  -56.47  -56.44
  175.00  -50.41  -50.40  -50.49  -50.72  -50.98  -51.08  -51.03  -51.04  -51.15  -51.29  -51.05  -51.37  -51.42  -51.42  -51.51  -51.77  -52.09  -52.22  -52.29  -52.41  -52.48  -52.56  -52.38  -52.48
  200.00  -48.97  -48.90  -48.95  -49.20  -49.62  -49.88  -49.84  -49.66  -49.52  -49.38  -48.85  -48.71  -48.51  -48.17  -47.95  -48.00  -48.38  -48.75  -48.96  -49.13  -49.26  -49.37  -48.83  -48.89
  225.00  -48.37  -48.49  -48.57  -48.64  -48.79  -48.92  -48.79  -48.47  -48.22  -48.13  -48.17  -47.78  -47.10  -46.41  -45.88  -45.59  -45.73  -46.09  -46.31  -46.38  -46.39  -46.42  -45.87  -45.89
  250.00  -46.80  -46.86  -46.77  -46.67  -46.69  -46.74  -46.68  -46.45  -46.18  -45.95  -46.10  -45.97  -45.62  -45.11  -44.57  -44.04  -43.71  -43.67  -43.72  -43.74  -43.68  -43.62  -43.54  -43.56
  300.00  -38.08  -38.14  -38.24  -38.36  -38.41  -38.47  -38.58  -38.71  -38.86  -39.02  -39.32  -39.39  -39.34  -39.22  -39.10  -39.02  -38.93  -38.82  -38.67  -38.52  -38.38  -38.20  -38.69  -38.74
  350.00  -29.11  -29.11  -29.14  -29.15  -29.17  -29.22  -29.31  -29.40  -29.47  -29.55  -29.57  -29.70  -29.79  -29.86  -29.89  -29.92  -29.95  -29.98  -29.99  -29.99  -30.01  -30.00  -30.21  -30.23
  400.00  -21.27  -21.33  -21.41  -21.46  -21.45  -21.48  -21.59  -21.67  -21.68  -21.64  -21.50  -21.52  -21.55  -21.55  -21.55  -21.56  -21.56  -21.53  -21.49  -21.48  -21.52  -21.56  -21.33  -21.34
  450.00  -14.37  -14.48  -14.55  -14.56  -14.48  -14.43  -14.45  -14.50  -14.55  -14.59  -14.44  -14.53  -14.60  -14.60  -14.56  -14.52  -14.46  -14.38  -14.31  -14.33  -14.46  -14.61  -14.23  -14.31
  500.00   -8.40   -8.53   -8.62   -8.60   -8.49   -8.43   -8.49   -8.62   -8.73   -8.77   -8.47   -8.52   -8.59   -8.66   -8.72   -8.75   -8.70   -8.62   -8.54   -8.54   -8.61   -8.70   -8.45   -8.57
  550.00   -3.19   -3.34   -3.46   -3.45   -3.30   -3.18   -3.18   -3.26   -3.35   -3.38   -3.35   -3.37   -3.40   -3.51   -3.64   -3.71   -3.68   -3.65   -3.64   -3.62   -3.58   -3.55   -3.64   -3.75
  600.00    0.95    0.82    0.64    0.55    0.63    0.79    0.92    0.99    1.02    1.09    1.08    1.08    1.03    0.87    0.72    0.63    0.62    0.59    0.56    0.55    0.59    0.67    0.69    0.72
  650.00    4.83    4.77    4.62    4.50    4.45    4.45    4.47    4.49    4.46    4.48    4.39    4.34    4.30    4.24    4.26    4.31    4.33    4.27    4.24    4.21    4.22    4.26    4.66    4.59
  700.00    8.16    8.32    8.27    8.16    8.11    8.13    8.15    8.13    8.02    7.90    7.77    7.65    7.56    7.49    7.54    7.62    7.26    6.75    6.59    6.76    7.06    7.37    7.77    7.37
  750.00    9.91   10.34   10.59   10.66   10.71   10.82   10.94   11.00   10.94   10.85   11.03   10.96   10.98   10.84   10.01   10.27   10.76   11.09   11.23   11.14   11.00   10.92   11.11   11.12
  775.00   11.21   11.36   11.51   11.61   11.68   11.77   11.87   11.94   11.95   11.93   12.41   12.45   12.45   11.61   12.11   12.95   13.51   13.82   13.91   13.85   13.68   13.52   13.75   13.69
  800.00   13.10   12.98   12.95   12.96   12.92   12.90   12.94   12.97   13.01   13.06   13.73   13.81   12.95   13.66   14.71   15.54   16.12   16.44   16.54   16.47   16.31   16.13   16.40   16.27
  825.00   15.12   14.91   14.79   14.65   14.45   14.28   14.18   14.15   14.16   14.29   15.06   14.12   14.97   16.19   17.21   18.05   18.67   19.01   19.11   19.04   18.86   18.67   18.93   18.60
  850.00   16.78   16.46   16.17   15.88   15.56   15.29   15.14   15.13   15.22   15.31   15.18   15.99   17.39   18.63   19.68   20.53   21.14   21.49   21.61   21.53   21.36   21.11   21.14   20.54
  875.00   18.03   17.30   16.87   16.53   16.24   16.01   15.87   15.77   15.82   15.51   16.71   18.39   19.88   21.13   22.15   22.98   23.59   23.95   24.05   23.98   23.80   23.48   22.95   22.28
  900.00   18.52   17.79   17.25   16.84   16.58   16.32   16.21   16.22   15.83   17.27   19.07   20.83   22.33   23.61   24.65   25.46   26.04   26.36   26.45   26.40   26.24   25.88   24.77   23.87
  925.00   19.84   18.93   17.97   17.13   16.45   15.88   15.49   15.80   17.74   19.88   21.78   23.55   25.11   26.41   27.45   28.24   28.79   29.04   29.02   28.87   28.54   27.98   26.40   25.12
  950.00   21.45   20.56   19.62   18.80   18.12   17.53   17.03   17.14   19.17   21.32   23.21   24.99   26.51   27.78   28.81   29.60   30.15   30.42   30.43   30.28   30.04   29.60   28.08   26.99
  975.00   22.89   22.00   21.07   20.25   19.57   18.96   18.46   18.59   20.60   22.81   24.70   26.47   28.00   29.28   30.32   31.11   31.66   31.94   31.96   31.82   31.57   31.11   29.58   28.46
 1000.00   24.35   23.46   22.54   21.72   21.03   20.42   19.92   20.03   22.03   24.21   26.12   27.91   29.46   30.74   31.79   32.58   33.13   33.41   33.44   33.30   33.06   32.60   31.05   29.94
