#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -8.02  -10.00  -11.10  -11.62  -11.64  -11.81  -11.72  -11.90  -14.80  -16.59  -15.51  -14.26  -13.14  -11.80  -10.22   -8.84   -9.39  -10.18  -11.14  -12.06  -12.99  -13.19  -13.25  -13.90
    2.00  -11.46  -13.08  -14.50  -14.28  -15.56  -15.49  -16.89  -15.55  -16.36  -18.41  -17.61  -14.74  -12.73  -12.83  -12.06  -11.87  -11.69  -12.02  -12.69  -11.74  -11.29  -10.90  -10.96  -11.22
    3.00  -26.80  -27.98  -29.49  -28.41  -28.46  -28.05  -28.09  -26.66  -25.70  -27.36  -29.84  -29.47  -26.72  -25.47  -24.02  -23.76  -22.44  -22.28  -22.32  -22.11  -21.27  -20.76  -21.57  -22.91
   10.00  -55.42  -55.35  -55.94  -56.34  -56.76  -56.97  -57.49  -58.34  -58.31  -56.14  -54.54  -55.33  -56.26  -55.97  -55.92  -56.64  -57.08  -56.58  -56.67  -56.46  -55.95  -55.60  -56.24  -57.07
   20.00  -59.78  -59.89  -60.32  -60.74  -61.10  -60.87  -60.37  -59.86  -60.37  -60.56  -60.88  -60.90  -60.68  -60.10  -59.75  -59.75  -59.75  -60.09  -60.43  -60.35  -60.18  -60.53  -60.52  -60.81
   30.00  -62.22  -62.21  -62.40  -62.65  -63.02  -63.53  -64.14  -64.01  -62.91  -62.85  -62.38  -61.94  -62.11  -62.65  -62.69  -62.54  -62.22  -62.20  -62.40  -62.44  -62.32  -62.16  -62.26  -62.34
   50.00  -60.90  -61.23  -61.80  -61.92  -61.63  -61.39  -61.42  -61.60  -61.68  -61.51  -61.19  -61.36  -61.23  -61.35  -61.64  -61.84  -61.75  -61.20  -60.92  -60.93  -61.01  -61.28  -61.27  -61.28
   70.00  -59.40  -59.25  -59.01  -59.27  -59.66  -59.16  -58.67  -58.89  -59.42  -59.46  -59.49  -59.27  -58.87  -58.45  -58.53  -58.99  -59.49  -59.70  -59.61  -59.40  -59.03  -58.80  -58.55  -58.49
  100.00  -54.72  -55.05  -55.57  -55.71  -55.68  -55.44  -55.12  -54.92  -55.05  -55.22  -55.30  -55.27  -55.07  -55.02  -55.01  -54.94  -55.03  -55.17  -55.17  -55.02  -54.71  -54.28  -54.20  -53.99
  125.00  -52.72  -52.73  -52.84  -52.90  -52.95  -52.85  -52.57  -52.18  -51.97  -52.05  -52.39  -52.80  -52.92  -52.98  -52.95  -52.64  -52.24  -51.93  -51.84  -51.86  -52.03  -52.16  -52.10  -51.82
  150.00  -50.20  -50.09  -50.17  -50.38  -50.68  -51.02  -51.37  -51.36  -50.90  -50.41  -50.00  -50.23  -50.48  -50.77  -50.97  -51.03  -50.86  -50.55  -50.37  -50.29  -50.40  -50.56  -50.48  -50.60
  175.00  -49.94  -49.96  -50.07  -50.22  -50.35  -50.58  -51.01  -51.17  -50.97  -50.76  -49.94  -49.78  -49.85  -50.20  -50.51  -50.64  -50.49  -50.18  -49.99  -49.77  -49.54  -49.41  -49.23  -49.39
  200.00  -49.59  -49.90  -50.16  -50.34  -50.35  -50.27  -50.49  -50.70  -50.68  -50.52  -49.54  -49.28  -49.07  -49.13  -49.27  -49.50  -49.77  -49.78  -49.62  -49.56  -49.55  -49.42  -49.02  -48.72
  225.00  -49.62  -49.80  -50.11  -50.38  -50.37  -49.91  -49.81  -50.06  -50.35  -50.43  -49.88  -49.80  -49.45  -49.17  -49.01  -48.91  -49.09  -49.30  -49.30  -49.15  -49.04  -49.13  -49.31  -49.38
