#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -9.46   -9.74   -8.89   -8.16   -9.72  -10.50  -11.66  -12.64  -12.58  -12.70  -11.07   -9.94   -9.63   -7.99   -5.12   -4.66   -4.26   -4.08   -4.95   -4.94   -4.61   -6.27   -8.24   -8.64
    2.00   -3.57   -5.82   -7.37   -8.18   -8.55   -9.43   -9.73   -9.62   -9.24   -9.92  -10.49  -10.13  -10.10  -10.20   -8.77   -7.66   -7.02   -6.74   -6.71   -6.28   -5.16   -4.32   -5.57   -6.35
    3.00  -13.67  -13.57  -14.22  -14.40  -14.83  -16.07  -15.67  -16.57  -16.00  -14.60  -15.24  -15.49  -15.55  -15.93  -15.54  -15.70  -15.66  -16.01  -15.29  -14.75  -15.28  -14.95  -16.31  -16.29
   10.00  -36.72  -36.98  -37.30  -37.23  -36.98  -36.81  -37.04  -37.20  -37.13  -37.72  -37.48  -36.81  -36.31  -35.93  -35.56  -35.70  -35.80  -36.19  -36.56  -36.38  -36.91  -37.99  -38.93  -39.12
   20.00  -44.91  -45.45  -45.73  -45.87  -46.15  -46.03  -45.10  -44.18  -43.58  -43.79  -44.10  -44.43  -44.81  -45.54  -45.73  -45.58  -44.77  -44.04  -43.62  -43.62  -44.15  -44.11  -44.44  -44.81
   30.00  -49.92  -49.67  -49.64  -49.60  -49.38  -49.23  -49.34  -49.55  -49.29  -48.93  -48.75  -48.67  -48.76  -49.30  -49.70  -49.65  -49.30  -49.16  -49.26  -49.23  -48.95  -48.89  -48.56  -48.31
   50.00  -55.58  -55.39  -55.46  -55.53  -55.62  -56.00  -56.25  -56.41  -56.51  -56.61  -56.41  -56.05  -55.55  -55.24  -54.84  -54.64  -54.90  -55.65  -56.06  -56.15  -56.09  -55.65  -55.97  -56.35
   70.00  -60.75  -60.75  -60.97  -61.34  -61.54  -61.67  -61.70  -61.61  -61.36  -61.02  -60.70  -60.67  -60.54  -60.48  -60.37  -60.29  -60.18  -60.34  -60.90  -61.43  -61.86  -61.38  -61.02  -61.06
  100.00  -62.29  -62.82  -62.79  -62.68  -62.90  -63.06  -63.16  -63.29  -63.41  -63.47  -63.33  -63.28  -63.28  -63.33  -63.51  -63.85  -64.19  -64.30  -64.18  -63.92  -63.77  -63.88  -62.97  -62.67
  125.00  -62.85  -62.62  -62.43  -62.12  -61.98  -62.08  -62.25  -62.48  -62.73  -63.08  -63.23  -63.34  -63.45  -63.55  -63.66  -63.87  -64.20  -64.57  -64.86  -65.01  -64.86  -64.59  -63.96  -63.83
  150.00  -60.48  -60.09  -59.80  -59.66  -59.47  -59.27  -59.28  -59.47  -59.71  -59.98  -60.00  -60.19  -60.35  -60.44  -60.38  -60.23  -60.08  -60.07  -60.13  -60.27  -60.45  -60.63  -60.39  -60.48
  175.00  -55.42  -55.75  -56.02  -56.11  -55.97  -55.65  -55.40  -55.45  -55.68  -55.98  -56.38  -56.62  -56.69  -56.62  -56.44  -56.20  -55.92  -55.70  -55.57  -55.60  -55.78  -55.91  -55.97  -56.03
  200.00  -52.72  -53.14  -53.36  -53.46  -53.45  -53.32  -53.08  -52.90  -52.79  -52.76  -52.90  -52.82  -52.68  -52.49  -52.21  -51.87  -51.57  -51.40  -51.32  -51.31  -51.38  -51.49  -51.74  -51.70
  225.00  -49.22  -49.46  -49.65  -49.90  -50.13  -50.28  -50.28  -50.19  -50.00  -49.72  -49.49  -49.17  -48.81  -48.39  -48.00  -47.66  -47.34  -47.12  -47.01  -47.05  -47.23  -47.46  -47.89  -47.98
