#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -19.60  -19.62  -19.74  -20.17  -21.08  -22.10  -21.94  -22.43  -23.56  -24.12  -22.95  -20.74  -19.09  -17.38  -16.12  -17.43  -18.28  -18.89  -19.55  -20.17  -21.55  -22.70  -23.33  -24.49
    2.00  -19.99  -20.06  -20.73  -21.35  -20.19  -20.43  -20.66  -20.23  -20.93  -21.06  -21.46  -22.59  -23.41  -23.77  -23.57  -22.81  -22.74  -21.67  -21.34  -20.83  -21.34  -22.04  -20.69  -20.66
    3.00  -26.21  -26.92  -27.34  -28.69  -29.00  -29.30  -30.08  -30.02  -30.41  -30.37  -29.95  -29.46  -29.95  -30.41  -31.25  -31.77  -32.19  -32.01  -32.47  -31.96  -32.24  -31.87  -29.90  -30.12
   10.00  -62.26  -62.75  -62.95  -63.24  -63.72  -63.99  -63.92  -63.93  -64.27  -64.33  -63.78  -63.12  -61.72  -60.49  -59.38  -58.39  -58.32  -58.16  -57.81  -57.38  -56.83  -56.63  -56.21  -56.64
   20.00  -58.81  -58.76  -59.10  -59.11  -58.63  -58.76  -58.92  -59.21  -59.55  -59.44  -58.49  -59.07  -59.54  -59.71  -59.61  -59.40  -58.68  -58.02  -58.03  -58.21  -58.89  -59.37  -58.88  -58.83
   30.00  -56.78  -57.93  -58.38  -57.25  -57.26  -57.48  -56.54  -56.33  -56.76  -56.87  -56.79  -56.63  -56.31  -56.43  -56.80  -56.96  -57.08  -57.11  -57.12  -56.96  -56.75  -56.63  -56.83  -56.73
   50.00  -54.76  -54.71  -54.53  -55.02  -54.46  -53.89  -54.88  -55.60  -55.10  -54.03  -53.72  -54.36  -54.43  -54.05  -53.78  -53.71  -53.68  -53.81  -54.01  -53.93  -53.70  -53.45  -53.16  -53.34
   70.00  -50.97  -51.51  -51.90  -52.10  -52.82  -53.19  -52.72  -52.36  -52.33  -52.10  -51.59  -51.38  -51.51  -51.83  -51.80  -51.86  -51.94  -51.89  -52.18  -52.32  -52.26  -52.04  -51.94  -51.77
  100.00  -48.81  -48.40  -48.30  -48.34  -48.49  -48.98  -49.10  -49.02  -49.32  -49.89  -49.88  -49.70  -49.55  -49.65  -49.73  -49.80  -50.04  -50.28  -50.41  -50.57  -50.79  -50.84  -50.60  -50.87
  125.00  -49.80  -49.84  -49.60  -49.52  -48.96  -48.52  -48.91  -49.39  -49.19  -48.78  -48.37  -48.44  -48.80  -49.28  -49.54  -49.48  -49.20  -49.08  -49.29  -49.50  -49.78  -50.01  -50.00  -49.91
  150.00  -49.80  -49.75  -49.89  -50.08  -49.98  -49.57  -49.33  -49.48  -49.59  -49.52  -49.57  -49.63  -49.63  -49.55  -49.32  -49.28  -49.39  -49.35  -49.27  -49.27  -49.37  -49.57  -49.81  -49.69
  175.00  -51.40  -51.57  -51.32  -51.20  -51.48  -51.70  -51.62  -51.34  -51.22  -51.08  -50.68  -50.38  -50.27  -50.29  -50.36  -50.55  -50.71  -50.90  -51.04  -50.79  -50.45  -49.96  -49.96  -50.03
  200.00  -53.22  -53.16  -53.16  -53.14  -53.05  -53.05  -53.30  -53.44  -53.32  -53.23  -52.87  -52.43  -52.17  -52.22  -52.37  -52.72  -53.10  -53.15  -53.08  -52.81  -52.52  -52.19  -51.72  -51.36
  225.00  -54.79  -54.87  -54.64  -54.42  -54.26  -54.31  -54.44  -54.60  -54.54  -54.39  -54.27  -54.18  -54.17  -54.53  -54.75  -54.64  -54.73  -54.94  -55.12  -55.11  -54.97  -54.96  -55.24  -55.14
  250.00  -56.68  -57.20  -57.29  -57.31  -57.29  -57.41  -57.54  -57.69  -57.78  -57.78  -58.01  -58.15  -57.91  -57.84  -58.04  -57.86  -57.66  -57.76  -57.85  -57.82  -57.80  -57.92  -58.25  -58.51
