#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -11.24  -14.23  -16.73  -16.44  -14.54  -13.33  -11.12  -12.70  -15.00  -15.06  -14.10  -15.34  -16.07  -14.03  -11.43   -9.59   -8.56   -9.05   -9.34   -9.64  -10.59  -12.34  -12.70  -13.10
    2.00  -14.83  -15.44  -15.15  -16.50  -17.03  -19.68  -22.90  -19.85  -15.97  -15.25  -14.21  -13.51  -13.75  -15.18  -13.52  -13.18  -13.36  -14.22  -14.39  -13.41  -13.83  -12.64  -11.91  -14.20
    3.00  -18.87  -19.89  -20.93  -22.97  -23.46  -23.04  -25.61  -28.19  -27.46  -25.56  -24.30  -23.46  -22.45  -23.09  -23.45  -22.88  -22.47  -19.66  -19.99  -21.54  -22.00  -22.18  -22.00  -20.67
   10.00  -42.41  -42.83  -43.28  -42.82  -42.18  -43.55  -44.63  -44.20  -43.63  -44.23  -45.14  -45.52  -44.07  -42.96  -42.26  -42.31  -42.10  -42.35  -43.98  -45.17  -44.07  -42.57  -42.61  -43.62
   20.00  -48.96  -49.32  -49.85  -50.37  -50.25  -49.54  -48.85  -48.48  -48.81  -49.26  -49.24  -49.75  -50.52  -50.99  -51.00  -50.48  -49.80  -49.18  -48.47  -48.52  -49.61  -50.62  -51.00  -50.24
   30.00  -53.40  -53.38  -53.11  -53.23  -53.64  -53.73  -53.63  -53.27  -53.13  -53.01  -52.29  -51.83  -51.60  -52.11  -53.15  -54.24  -54.78  -54.95  -54.70  -53.77  -52.81  -52.57  -52.29  -52.79
   50.00  -56.56  -57.06  -57.67  -58.24  -58.75  -58.91  -58.77  -58.40  -57.50  -56.67  -56.60  -57.22  -57.71  -57.78  -57.72  -58.00  -58.50  -58.79  -58.64  -58.22  -58.02  -57.77  -57.17  -57.46
   70.00  -61.18  -61.62  -61.89  -62.04  -62.35  -62.71  -62.55  -62.05  -61.55  -60.96  -60.36  -59.84  -60.05  -60.94  -61.83  -62.52  -62.74  -62.71  -62.70  -62.44  -61.58  -60.64  -60.54  -60.52
  100.00  -67.37  -67.64  -67.52  -67.05  -66.39  -66.18  -66.55  -67.04  -67.50  -67.75  -67.04  -67.04  -66.81  -66.71  -66.53  -66.38  -66.40  -66.52  -66.30  -66.13  -66.46  -66.81  -66.35  -65.82
  125.00  -69.83  -70.29  -70.58  -70.53  -70.18  -69.64  -69.02  -68.63  -68.83  -69.25  -70.15  -70.24  -70.28  -70.35  -70.41  -70.46  -70.48  -70.61  -70.86  -71.14  -71.28  -71.24  -71.40  -70.98
