#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -7.49  -10.03  -11.61  -13.37  -14.04  -13.39  -11.52  -10.26   -9.42   -7.96   -7.92  -10.27  -11.25  -10.44   -8.88   -7.15   -6.54   -8.96  -10.25   -9.56   -7.90   -7.85   -9.95  -10.36
    2.00  -18.03  -17.86  -17.50  -16.99  -17.85  -18.65  -20.16  -20.58  -20.23  -19.54  -19.41  -18.07  -16.90  -16.37  -15.88  -16.69  -17.25  -15.68  -15.24  -16.35  -17.48  -18.07  -18.12  -17.12
    3.00  -22.15  -22.06  -23.46  -25.32  -26.17  -27.61  -27.94  -27.85  -26.93  -26.10  -25.48  -23.98  -23.14  -23.39  -23.52  -23.50  -23.92  -24.54  -24.02  -23.82  -22.97  -22.76  -23.11  -23.65
   10.00  -46.85  -48.80  -49.60  -49.32  -48.50  -47.06  -46.61  -47.50  -48.01  -48.24  -48.69  -48.02  -47.09  -46.39  -46.70  -46.99  -46.71  -46.98  -47.71  -47.71  -46.94  -46.94  -47.04  -46.54
   20.00  -54.20  -54.92  -55.15  -54.72  -54.28  -54.52  -54.48  -54.18  -54.59  -54.64  -54.15  -53.54  -53.21  -53.11  -53.07  -52.90  -53.21  -53.59  -54.39  -55.02  -54.94  -54.06  -53.58  -53.14
   30.00  -56.94  -56.92  -56.82  -57.22  -57.76  -58.18  -58.25  -57.94  -57.59  -57.92  -58.11  -57.82  -58.01  -58.24  -58.03  -57.53  -56.86  -56.55  -55.98  -56.12  -57.03  -57.86  -57.86  -58.09
   50.00  -58.93  -59.08  -59.20  -59.35  -59.64  -59.92  -59.94  -59.92  -59.41  -58.63  -58.77  -58.75  -58.17  -58.35  -58.55  -59.03  -59.15  -59.32  -59.31  -58.95  -58.79  -58.88  -58.48  -58.64
   70.00  -61.15  -61.21  -61.38  -61.33  -60.89  -60.53  -60.32  -60.33  -60.66  -60.95  -60.99  -60.96  -60.10  -59.52  -59.12  -59.27  -59.60  -60.06  -60.70  -61.01  -60.93  -60.60  -60.30  -60.48
  100.00  -63.75  -63.33  -62.97  -62.97  -63.10  -63.22  -63.39  -63.52  -63.70  -63.91  -64.00  -64.42  -64.63  -64.43  -64.19  -63.44  -62.65  -61.60  -61.10  -61.09  -61.80  -62.04  -61.88  -61.07
  125.00  -62.87  -63.22  -63.39  -63.58  -63.79  -63.86  -63.62  -63.03  -62.72  -62.61  -62.51  -62.52  -62.71  -62.58  -62.64  -62.47  -62.41  -62.19  -61.58  -60.78  -60.08  -60.08  -60.49  -60.45
  150.00  -60.45  -60.93  -61.36  -61.83  -62.18  -62.37  -62.74  -62.43  -61.89  -61.62  -60.91  -61.01  -61.76  -61.57  -61.19  -61.29  -61.46  -60.90  -61.03  -61.98  -62.03  -61.60  -62.41  -61.79
  175.00  -61.91  -62.32  -62.49  -62.31  -62.02  -61.62  -61.61  -62.02  -62.23  -62.45  -62.79  -62.19  -61.82  -61.49  -61.94  -62.37  -62.85  -63.17  -63.04  -62.92  -62.44  -62.31  -60.88  -59.13
  200.00  -60.64  -60.47  -60.40  -60.52  -60.84  -61.06  -60.96  -60.65  -60.09  -59.89  -60.38  -60.06  -59.75  -59.77  -60.25  -60.41  -61.30  -61.36  -61.18  -61.08  -60.91  -60.71  -58.95  -58.75
  225.00  -54.80  -55.13  -55.48  -55.63  -55.67  -55.35  -55.13  -55.10  -55.19  -55.03  -53.87  -54.14  -54.30  -54.44  -54.46  -54.91  -54.65  -54.38  -54.46  -54.98  -55.28  -55.35  -55.48  -55.13
  250.00  -50.01  -50.09  -49.77  -49.54  -49.43  -49.29  -49.25  -49.49  -49.61  -49.56  -48.39  -48.46  -48.48  -48.60  -48.78  -48.90  -48.70  -48.60  -48.44  -48.43  -49.03  -49.24  -49.74  -50.21
  300.00  -39.23  -39.30  -39.13  -38.93  -38.73  -38.73  -38.87  -39.04  -39.26  -39.33  -39.21  -38.95  -38.76  -38.78  -38.40  -38.13  -37.95  -37.98  -38.48  -38.63  -38.30  -38.24  -38.45  -38.88
  350.00  -30.00  -29.74  -29.63  -29.75  -29.93  -30.05  -30.14  -30.20  -30.33  -30.03  -30.55  -30.55  -30.48  -30.96  -30.81  -29.72  -29.23  -29.33  -29.56  -29.98  -29.97  -29.91  -28.86  -29.64
