#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -5.32   -7.38   -7.10   -6.66   -7.59   -8.77   -9.48   -7.84   -4.37   -4.81   -3.54   -3.48   -4.12   -4.48   -3.92   -2.98   -2.71   -2.89   -3.88   -3.53   -2.88   -2.58   -3.82   -2.99
    2.00   -4.28   -4.58   -4.70   -6.03   -6.99   -8.62  -10.23  -11.47  -10.75   -8.23   -7.49   -6.30   -4.91   -5.03   -3.85   -3.57   -3.38   -2.64   -2.76   -3.80   -4.48   -5.08   -3.75   -4.67
    3.00  -15.85  -14.06  -13.20  -12.31  -12.24  -11.58  -12.25  -14.57  -16.64  -15.70  -16.98  -16.23  -13.05  -11.68  -11.31  -11.39  -11.58  -10.63   -8.95   -8.76  -11.42  -13.35  -14.57  -15.87
   10.00  -39.41  -39.24  -38.75  -38.50  -38.82  -39.15  -39.67  -39.76  -39.02  -39.23  -40.32  -39.64  -38.74  -38.63  -39.11  -39.41  -38.40  -37.88  -38.45  -38.36  -37.97  -39.19  -38.38  -38.60
   20.00  -46.14  -47.09  -47.96  -48.21  -48.67  -49.19  -48.36  -47.37  -47.70  -47.70  -47.42  -47.39  -47.50  -47.74  -47.49  -47.32  -47.52  -47.65  -47.93  -48.11  -48.22  -47.90  -47.61  -48.31
   30.00  -52.29  -52.73  -52.94  -52.94  -52.68  -52.14  -51.96  -52.23  -52.28  -52.50  -52.72  -52.69  -52.32  -52.27  -52.22  -52.19  -52.42  -52.45  -52.04  -51.69  -51.71  -51.95  -52.43  -52.16
   50.00  -57.16  -57.31  -57.36  -57.28  -56.95  -56.81  -56.59  -56.35  -56.14  -56.08  -56.47  -56.92  -56.88  -57.12  -57.24  -57.08  -56.43  -56.04  -55.97  -56.20  -56.80  -57.18  -56.90  -56.83
   70.00  -57.80  -57.94  -58.16  -58.44  -58.36  -58.05  -57.98  -58.10  -58.54  -58.58  -57.86  -58.05  -58.31  -58.35  -58.03  -57.69  -57.68  -57.83  -57.88  -57.95  -58.09  -58.26  -58.25  -58.74
  100.00  -58.70  -58.63  -58.35  -58.17  -58.11  -58.16  -58.31  -58.47  -58.58  -58.65  -58.76  -58.49  -58.26  -58.19  -58.40  -58.53  -58.53  -58.59  -58.64  -58.43  -58.12  -57.94  -58.17  -58.10
  125.00  -55.17  -55.18  -54.98  -54.88  -54.88  -54.94  -54.86  -54.74  -54.64  -54.61  -54.32  -54.33  -54.30  -54.20  -54.18  -54.27  -54.36  -54.41  -54.65  -54.77  -54.74  -54.68  -54.74  -54.82
