#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -13.25  -13.99  -15.04  -14.90  -14.69  -15.75  -16.90  -15.71  -13.28  -11.86  -12.00  -12.90  -14.16  -14.69  -12.74  -10.41   -9.25   -7.82   -8.79   -9.90  -10.62  -10.25  -10.94  -11.49
    2.00  -12.78  -11.24  -10.21  -10.78  -12.28  -12.29  -11.69  -12.22  -13.48  -13.65  -12.54  -10.42   -9.54  -10.08  -10.77  -10.56  -11.00  -10.98   -9.63   -9.55   -9.25  -10.17  -11.73  -10.93
    3.00  -16.63  -18.13  -19.26  -19.95  -19.25  -19.26  -20.19  -19.20  -18.27  -18.43  -17.93  -16.65  -15.40  -15.12  -14.96  -14.25  -13.26  -14.55  -15.37  -15.96  -15.41  -13.51  -13.84  -15.45
   10.00  -40.73  -40.39  -40.48  -40.60  -41.50  -42.61  -41.99  -40.50  -40.09  -41.02  -41.44  -41.63  -40.96  -39.83  -39.21  -38.82  -39.25  -39.40  -39.89  -40.00  -39.77  -39.90  -39.20  -39.34
   20.00  -48.11  -47.86  -48.31  -48.59  -48.27  -47.60  -47.70  -47.69  -47.67  -48.23  -47.81  -47.44  -46.73  -46.86  -47.65  -47.92  -47.78  -48.06  -48.30  -48.10  -47.41  -46.35  -47.41  -48.04
   30.00  -51.82  -52.01  -52.33  -52.49  -52.96  -53.14  -52.81  -52.53  -52.07  -51.68  -52.16  -52.43  -52.32  -52.21  -52.33  -52.54  -52.76  -52.89  -52.63  -52.39  -52.48  -52.20  -51.93  -52.37
   50.00  -55.86  -55.58  -54.95  -54.64  -54.77  -55.65  -56.31  -56.25  -55.83  -55.32  -54.54  -55.00  -55.66  -56.12  -56.37  -56.40  -56.03  -55.85  -56.00  -55.98  -56.00  -56.41  -56.61  -56.11
   70.00  -57.27  -58.34  -58.90  -58.66  -57.28  -55.91  -55.51  -55.87  -56.61  -57.52  -57.31  -57.14  -56.45  -55.78  -55.38  -55.60  -56.10  -56.33  -56.68  -57.02  -57.03  -56.65  -56.41  -56.99
  100.00  -61.05  -61.17  -61.18  -61.30  -61.50  -61.64  -61.87  -62.13  -62.36  -62.40  -62.37  -61.96  -61.28  -60.92  -61.10  -61.34  -61.61  -61.76  -61.68  -61.48  -61.40  -61.80  -62.03  -61.48
  125.00  -63.80  -63.94  -63.82  -63.77  -64.11  -64.18  -63.59  -63.17  -63.41  -63.83  -64.17  -64.36  -64.47  -64.26  -63.84  -63.48  -63.07  -62.67  -62.62  -62.98  -62.98  -62.43  -62.37  -62.79
