#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -5.93   -7.77   -8.86   -6.37   -7.51   -6.98   -9.50   -9.57   -7.63   -7.20   -6.23   -4.64   -3.92   -4.74   -5.19   -4.61   -4.31   -4.57   -5.11   -4.04   -2.25   -1.86   -2.44   -3.65
    2.00   -6.44   -6.35   -7.21   -9.11  -10.78  -10.86   -7.61   -9.45  -10.34   -9.68   -9.19   -8.17   -7.74   -6.61   -4.85   -4.82   -2.82   -1.78   -1.95   -4.53   -6.89   -8.40   -8.83   -6.70
    3.00  -12.00  -12.64  -13.48  -15.05  -14.37  -17.52  -15.77  -15.14  -16.56  -16.52  -14.95  -14.21  -15.27  -16.36  -15.65  -15.01  -13.55  -12.37  -10.94   -9.78  -11.25  -11.80  -13.55  -14.92
   10.00  -38.10  -39.11  -39.22  -37.97  -39.02  -37.83  -38.00  -39.30  -38.78  -38.12  -37.16  -37.94  -38.75  -38.89  -37.44  -36.66  -36.15  -36.53  -36.59  -36.66  -37.01  -37.91  -38.28  -37.59
   20.00  -47.91  -47.87  -47.75  -47.35  -45.97  -46.72  -46.60  -46.36  -47.16  -47.71  -48.45  -48.43  -47.35  -46.18  -46.36  -46.95  -46.73  -45.69  -45.28  -46.25  -46.56  -46.73  -47.29  -47.71
   30.00  -51.48  -50.81  -50.86  -51.41  -51.00  -51.58  -53.25  -53.19  -52.49  -52.41  -51.71  -51.41  -51.21  -51.36  -51.53  -51.76  -52.29  -52.25  -51.82  -51.15  -50.78  -50.42  -50.89  -51.94
   50.00  -56.35  -56.85  -56.76  -56.51  -57.29  -56.95  -56.35  -56.89  -56.62  -56.45  -56.08  -56.51  -56.70  -56.54  -56.28  -56.23  -56.66  -57.55  -57.56  -56.77  -56.92  -56.73  -56.66  -56.40
   70.00  -57.61  -57.72  -57.80  -57.75  -58.24  -59.06  -58.70  -58.48  -58.70  -58.73  -58.88  -58.71  -58.47  -57.97  -57.62  -57.51  -57.03  -57.27  -58.18  -58.34  -58.37  -58.72  -58.79  -58.85
  100.00  -58.81  -59.04  -58.78  -58.28  -57.65  -57.94  -58.43  -58.35  -58.35  -58.36  -59.14  -59.44  -59.36  -59.23  -58.70  -58.35  -58.12  -57.75  -57.67  -57.75  -57.28  -57.26  -57.51  -57.55
  125.00  -57.74  -58.25  -58.60  -58.67  -58.22  -57.75  -57.90  -58.08  -58.01  -57.74  -57.24  -56.94  -56.60  -56.61  -56.59  -56.63  -56.53  -56.33  -56.32  -56.59  -56.33  -55.99  -56.22  -56.31
  150.00  -59.38  -59.52  -60.12  -60.81  -61.21  -60.92  -60.72  -60.93  -60.90  -60.89  -60.63  -60.40  -60.46  -60.92  -60.54  -59.70  -58.98  -57.53  -56.35  -56.30  -56.37  -55.86  -55.36  -55.95
  175.00  -62.72  -62.71  -63.49  -64.26  -64.27  -64.06  -63.16  -62.41  -62.01  -61.64  -62.16  -62.31  -62.69  -63.29  -63.71  -63.86  -64.20  -64.20  -63.70  -63.02  -62.43  -61.36  -60.12  -59.96
  200.00  -61.62  -61.26  -60.87  -60.63  -60.63  -61.08  -61.50  -61.60  -61.65  -61.71  -61.07  -61.10  -61.09  -60.82  -60.64  -60.54  -60.58  -60.63  -60.58  -60.23  -60.05  -59.67  -59.38  -59.47
  225.00  -56.25  -56.01  -55.48  -55.05  -55.21  -55.69  -56.09  -56.27  -56.32  -56.24  -55.10  -55.28  -55.45  -55.50  -55.59  -55.68  -55.73  -55.76  -55.84  -55.86  -56.08  -56.37  -55.95  -55.93
  250.00  -50.77  -50.71  -50.49  -50.30  -50.37  -50.59  -50.71  -50.62  -50.57  -50.47  -49.72  -49.60  -49.59  -49.70  -49.82  -49.88  -50.03  -50.20  -50.43  -50.66  -51.11  -51.55  -51.09  -50.98
  300.00  -40.18  -40.20  -40.19  -40.23  -40.13  -40.14  -40.11  -40.01  -40.17  -40.52  -40.49  -40.03  -39.67  -39.59  -39.65  -39.70  -39.84  -40.11  -40.38  -40.53  -40.74  -41.12  -41.27  -41.43
  350.00  -31.08  -31.23  -31.22  -31.17  -31.18  -31.07  -30.98  -31.12  -31.19  -31.26  -31.29  -31.36  -31.18  -30.95  -30.89  -30.93  -31.08  -31.35  -31.58  -31.85  -32.11  -32.29  -32.37  -32.56
  400.00  -24.00  -24.08  -23.72  -23.43  -23.34  -23.20  -23.20  -23.37  -23.43  -23.40  -23.48  -23.64  -23.61  -23.35  -23.30  -23.40  -23.71  -24.19  -24.40  -24.63  -24.79  -24.88  -24.77  -24.76
  450.00  -18.06  -18.19  -17.96  -17.65  -17.60  -17.25  -17.13  -17.22  -17.19  -17.14  -17.24  -17.40  -17.47  -17.22  -17.19  -17.29  -17.51  -17.87  -18.01  -18.15  -18.29  -18.46  -18.38  -18.24
  500.00  -12.75  -12.85  -12.85  -12.98  -13.27  -13.24  -13.09  -12.79  -12.42  -12.28  -12.49  -12.68  -12.82  -12.62  -12.37  -12.17  -12.08  -12.20  -12.28  -12.30  -12.32  -12.58  -12.87  -12.84
  550.00   -7.84   -7.89   -7.91   -8.04   -8.32   -8.44   -8.43   -8.27   -7.98   -7.77   -7.93   -7.88   -7.86   -7.82   -7.60   -7.28   -6.95   -6.93   -7.04   -6.97   -7.02   -7.46   -8.03   -8.01
  600.00   -2.62   -2.55   -2.57   -2.74   -2.97   -3.12   -3.19   -3.15   -3.03   -2.91   -2.87   -2.63   -2.59   -2.58   -2.48   -2.33   -2.06   -2.15   -2.46   -2.42   -2.42   -2.80   -3.26   -3.29
  650.00    2.09    2.36    2.37    2.21    2.00    1.83    1.73    1.73    1.78    1.82    2.27    2.47    2.46    2.43    2.41    2.35    2.43    2.28    1.93    1.95    2.07    1.91    1.59    1.51
  700.00    6.17    6.62    6.70    6.58    6.50    6.43    6.40    6.38    6.35    6.27    6.79    6.90    6.86    6.86    6.85    6.81    6.85    6.77    6.52    6.49    6.58    6.57    6.40    6.33
  750.00   10.31   10.59   10.62   10.52   10.55   10.65   10.62   10.54   10.41   10.31   10.55   10.71   10.75   10.92   11.08   11.07   11.12   11.02   10.82   10.85   10.90   10.75   10.42   10.51
  775.00   12.26   12.42   12.37   12.28   12.35   12.49   12.49   12.39   12.28   12.22   12.39   12.57   12.66   12.88   13.11   12.93   12.86   12.62   12.46   12.62   12.68   12.41   12.19   12.38
  800.00   13.85   13.98   13.90   13.80   13.95   14.15   14.19   14.15   14.07   14.06   14.27   14.45   14.51   14.75   14.72   14.14   14.11   14.04   14.03   14.26   14.33   14.00   13.81   14.05
  825.00   15.15   15.30   15.20   15.06   15.28   15.59   15.71   15.71   15.71   15.80   16.22   16.30   16.30   16.23   15.45   15.29   15.51   15.72   15.79   16.00   16.00   15.71   15.41   15.61
  850.00   16.46   16.53   16.31   16.02   16.24   16.65   16.85   16.93   17.08   17.34   17.90   17.93   17.56   16.56   16.75   17.01   17.32   17.37   17.37   17.60   17.58   17.38   17.14   17.16
  875.00   17.73   17.54   17.08   16.58   16.73   17.17   17.49   17.70   18.05   18.49   18.92   18.78   17.91   18.19   18.48   18.96   19.04   18.73   18.60   18.84   18.78   18.76   18.68   18.63
  900.00   18.47   18.01   17.32   16.65   16.71   17.11   17.45   17.73   18.20   18.35   18.39   18.86   19.35   19.83   20.37   20.55   20.27   19.73   19.51   19.67   19.58   19.76   19.93   20.02
