#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -4.53   -5.12   -5.06   -4.54   -2.46   -0.11    1.08    1.03    0.50    0.44    2.01    1.37   -1.01   -3.65   -4.27   -4.51   -5.16   -6.46   -7.50   -8.26   -9.04   -9.62   -8.96   -8.80
    2.00    6.11    4.13    2.62    1.12    0.72    1.21    1.22    0.91    0.25    0.71    1.31    2.02    4.56    5.98    8.94   11.07   11.41   11.93   12.84   13.47   13.88   13.50   10.99    8.48
    3.00  -26.80  -27.33  -27.32  -28.50  -28.95  -26.47  -23.96  -21.75  -21.14  -21.17  -20.78  -19.57  -17.74  -18.21  -16.59  -10.53   -8.35   -7.81   -6.93   -5.45   -2.33    2.19    2.58    2.57
   10.00  -61.67  -61.58  -61.65  -61.19  -61.77  -62.86  -63.95  -64.71  -65.33  -65.42  -65.61  -64.24  -63.78  -63.31  -62.51  -63.09  -62.71  -62.22  -62.62  -63.26  -63.50  -64.33  -65.59  -64.82
   20.00  -62.09  -61.93  -62.18  -62.44  -62.66  -62.43  -61.31  -60.64  -60.66  -60.82  -61.19  -61.12  -60.29  -60.28  -60.63  -61.08  -61.58  -62.00  -61.81  -61.60  -61.35  -61.57  -62.10  -62.37
   30.00  -64.66  -64.38  -64.39  -64.81  -64.92  -64.85  -64.72  -63.97  -63.00  -62.14  -62.13  -63.15  -63.92  -64.82  -65.43  -65.32  -64.87  -64.67  -63.88  -62.54  -62.00  -62.20  -63.20  -63.66
   50.00  -62.59  -62.86  -63.14  -63.39  -63.37  -63.18  -62.88  -62.62  -62.98  -63.74  -63.48  -63.07  -62.98  -63.27  -63.35  -63.66  -63.87  -64.10  -64.68  -65.29  -65.31  -64.36  -63.01  -62.56
   70.00  -65.46  -65.37  -64.95  -64.76  -64.78  -64.90  -65.12  -65.14  -64.72  -64.44  -65.16  -65.77  -65.64  -65.40  -65.40  -65.25  -64.99  -64.57  -64.33  -64.60  -65.06  -65.45  -65.46  -65.05
  100.00  -62.23  -62.80  -62.94  -62.83  -62.89  -63.07  -63.28  -63.47  -63.46  -62.70  -61.72  -61.90  -62.48  -62.91  -62.69  -62.28  -62.48  -62.90  -62.98  -62.84  -62.72  -62.94  -63.31  -63.71
  125.00  -64.38  -65.01  -65.73  -65.98  -65.66  -65.19  -65.08  -65.34  -65.89  -66.50  -66.62  -66.64  -65.87  -65.47  -66.06  -66.52  -66.03  -65.32  -64.90  -64.65  -64.53  -64.48  -64.57  -64.78
  150.00  -69.14  -69.26  -69.61  -70.23  -70.60  -70.49  -70.26  -70.10  -70.18  -70.49  -70.05  -70.04  -69.89  -69.44  -69.14  -69.43  -70.07  -70.60  -70.44  -69.23  -67.86  -67.38  -67.03  -66.74
  175.00  -72.30  -72.57  -72.15  -71.37  -71.07  -71.43  -71.87  -71.72  -71.12  -70.65  -71.19  -71.32  -71.68  -71.83  -71.54  -71.03  -70.68  -70.66  -70.85  -70.94  -70.70  -70.08  -69.61  -69.05
  200.00  -68.14  -68.21  -68.28  -68.30  -68.24  -68.03  -67.87  -67.83  -67.81  -67.64  -67.36  -67.16  -67.14  -67.19  -67.15  -67.03  -66.88  -66.77  -66.78  -66.86  -66.91  -66.83  -66.47  -66.27
  225.00  -61.63  -61.78  -61.81  -61.91  -61.97  -62.00  -61.90  -61.75  -61.60  -61.50  -61.26  -61.27  -61.28  -61.31  -61.35  -61.34  -61.33  -61.34  -61.44  -61.62  -61.83  -61.95  -61.68  -61.49
  250.00  -55.75  -55.69  -55.55  -55.52  -55.59  -55.74  -55.84  -55.93  -55.98  -55.90  -55.30  -55.16  -55.16  -55.23  -55.31  -55.38  -55.45  -55.54  -55.70  -55.92  -56.20  -56.41  -56.46  -56.50
  300.00  -45.12  -45.08  -45.16  -45.05  -45.01  -45.03  -45.30  -45.55  -45.60  -45.50  -45.18  -45.00  -44.87  -44.80  -44.75  -44.73  -44.78  -44.93  -45.16  -45.41  -45.59  -45.78  -45.92  -46.07
  350.00  -36.17  -36.07  -36.02  -36.11  -36.23  -36.35  -36.42  -36.43  -36.42  -36.37  -36.01  -35.81  -35.70  -35.67  -35.63  -35.55  -35.49  -35.48  -35.51  -35.59  -35.77  -35.96  -36.07  -36.17
  400.00  -27.58  -27.42  -27.49  -27.75  -27.99  -28.13  -28.19  -28.24  -28.29  -28.33  -27.95  -27.97  -28.00  -28.08  -28.12  -28.06  -27.94  -27.80  -27.76  -27.88  -28.03  -28.15  -28.04  -28.07
  450.00  -19.80  -19.87  -20.03  -20.24  -20.37  -20.42  -20.44  -20.44  -20.43  -20.40  -20.12  -20.17  -20.27  -20.42  -20.54  -20.60  -20.63  -20.64  -20.63  -20.64  -20.68  -20.72  -20.60  -20.59
  500.00  -13.16  -13.25  -13.29  -13.32  -13.35  -13.40  -13.43  -13.43  -13.42  -13.37  -13.36  -13.42  -13.56  -13.74  -13.83  -13.88  -13.98  -14.02  -14.00  -13.96  -13.95  -13.92  -13.83  -13.70
  550.00   -7.88   -7.76   -7.45   -7.23   -7.18   -7.28   -7.47   -7.62   -7.73   -7.80   -8.08   -8.23   -8.48   -8.79   -8.91   -8.98   -9.09   -9.12   -9.03   -8.88   -8.80   -8.74   -8.76   -8.66
  600.00   -4.29   -3.86   -3.29   -3.14   -3.44   -3.77   -4.08   -4.15   -4.09   -4.04   -4.29   -4.29   -4.41   -4.56   -4.62   -4.67   -4.78   -4.87   -4.91   -4.87   -4.83   -4.81   -4.80   -4.77
  650.00   -1.66   -1.22   -0.74   -0.65   -0.84   -1.01   -1.13   -1.03   -0.81   -0.62   -0.71   -0.59   -0.67   -0.78   -0.79   -0.85   -0.97   -1.05   -1.08   -1.05   -0.99   -0.93   -0.77   -0.76
