#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00   -6.20   -4.75   -5.10   -6.54   -7.86   -8.88   -9.83  -10.39   -9.89   -9.02   -8.38   -8.25   -9.42  -10.17  -10.62  -10.78  -11.22  -12.29  -13.90  -14.18  -15.14  -16.20  -15.53  -15.68
    2.00    5.73    4.60    2.94    1.94    0.71   -0.99   -2.57   -3.94   -5.75   -7.02   -6.79   -5.52   -3.34   -0.91    0.26    0.31   -0.60   -1.33   -1.52   -0.62    0.89    1.25    1.94    2.36
    3.00    9.11    9.04    7.81    6.52    6.60    6.80    5.83    4.13    2.22    1.45    1.35    0.39   -0.07    0.96    2.13    3.58    6.01    7.64    7.60    7.56    7.25    5.77    4.49    2.30
   10.00  -59.39  -59.98  -59.87  -59.00  -58.25  -57.79  -57.30  -57.01  -56.70  -56.65  -57.38  -56.54  -56.22  -56.33  -56.36  -56.59  -57.08  -57.21  -56.59  -55.60  -55.12  -55.44  -55.37  -55.67
   20.00  -74.08  -74.07  -74.47  -74.99  -75.42  -75.51  -74.92  -74.55  -74.20  -73.38  -72.89  -73.11  -73.31  -73.40  -73.43  -73.16  -72.96  -73.11  -73.36  -73.58  -73.58  -73.47  -72.42  -72.65
   30.00  -73.88  -73.57  -73.66  -74.10  -74.08  -73.90  -74.03  -74.10  -74.06  -73.89  -74.03  -74.20  -74.33  -73.94  -73.55  -73.20  -72.96  -72.88  -72.73  -72.40  -72.22  -72.58  -73.55  -74.01
   50.00  -74.12  -74.16  -74.05  -74.04  -74.08  -73.71  -73.50  -73.41  -73.36  -73.48  -73.39  -72.77  -72.53  -72.60  -73.03  -73.40  -73.20  -72.86  -72.74  -72.41  -71.75  -71.48  -71.76  -71.90
   70.00  -71.04  -71.24  -71.42  -71.20  -71.16  -71.27  -71.22  -71.19  -70.99  -70.82  -70.75  -70.90  -71.30  -71.71  -71.70  -71.52  -71.35  -71.29  -71.38  -71.68  -71.95  -71.85  -70.31  -70.11
  100.00  -67.51  -67.67  -67.81  -67.78  -67.76  -68.19  -68.58  -68.39  -68.02  -67.63  -67.20  -66.87  -66.68  -66.52  -66.34  -66.30  -66.33  -66.24  -66.14  -66.29  -66.56  -66.81  -67.22  -67.44
  125.00  -64.15  -64.21  -64.34  -64.33  -64.32  -64.36  -64.27  -63.96  -63.40  -62.86  -62.53  -62.44  -62.30  -62.19  -61.90  -61.63  -61.56  -61.67  -61.71  -61.51  -61.25  -61.17  -61.37  -61.45
