#  level#  00:00#  01:00#  02:00#  03:00#  04:00#  05:00#  06:00#  07:00#  08:00#  09:00#  10:00#  11:00#  12:00#  13:00#  14:00#  15:00#  16:00#  17:00#  18:00#  19:00#  20:00#  21:00#  22:00#  23:00
    1.00  -11.98  -12.15  -13.29  -14.49  -14.51  -14.93  -14.91  -14.59  -14.62  -15.43  -16.08  -14.77  -13.05  -12.61  -14.31  -13.89  -11.82  -10.34  -11.65  -13.27  -13.90  -14.35  -13.93  -13.80
    2.00  -11.40  -13.11  -13.93  -14.40  -15.32  -16.06  -16.00  -14.57  -14.19  -13.62  -13.63  -15.86  -16.69  -14.84  -12.18  -11.82  -12.50  -11.64   -9.59   -9.53  -11.37  -11.31  -11.57  -12.78
    3.00  -19.18  -19.48  -20.21  -19.74  -20.63  -20.34  -23.04  -22.89  -22.38  -22.11  -20.53  -20.24  -21.35  -22.56  -21.50  -19.91  -19.98  -21.05  -22.32  -20.76  -19.52  -19.60  -19.07  -18.84
   10.00  -43.81  -43.22  -41.40  -41.01  -41.56  -42.66  -44.37  -44.76  -44.92  -44.67  -42.76  -41.20  -40.82  -41.27  -41.40  -41.71  -42.02  -41.92  -42.09  -42.32  -42.28  -41.50  -40.13  -40.07
   20.00  -51.03  -51.48  -51.13  -50.75  -49.04  -47.14  -47.51  -48.55  -48.36  -48.19  -49.19  -49.83  -49.74  -49.52  -49.36  -49.47  -49.74  -49.26  -48.17  -47.58  -47.65  -47.87  -48.56  -48.68
   30.00  -50.95  -50.86  -50.44  -50.71  -52.38  -54.06  -55.11  -55.40  -55.03  -53.81  -52.36  -51.99  -52.48  -52.82  -52.85  -52.80  -52.82  -52.54  -52.32  -52.72  -53.33  -53.88  -54.68  -55.22
   50.00  -59.48  -59.39  -59.35  -59.07  -58.58  -58.45  -58.23  -58.13  -58.86  -59.57  -59.29  -58.21  -57.24  -57.36  -57.88  -57.96  -58.18  -58.83  -59.68  -59.80  -59.33  -58.70  -57.70  -57.27
   70.00  -61.92  -61.98  -62.20  -62.37  -62.42  -62.04  -61.98  -62.30  -62.31  -62.29  -63.00  -62.96  -62.76  -62.39  -62.16  -62.01  -61.66  -61.23  -61.07  -61.23  -61.16  -61.30  -61.80  -62.28
  100.00  -66.57  -66.93  -67.41  -67.71  -68.15  -68.65  -68.76  -68.37  -67.90  -67.56  -66.91  -66.92  -67.09  -67.14  -66.73  -66.51  -66.22  -65.78  -65.46  -65.61  -65.92  -65.92  -65.84  -65.65
  125.00  -67.82  -67.50  -67.61  -67.67  -67.34  -67.02  -66.92  -66.97  -66.94  -66.64  -66.94  -66.77  -66.56  -66.62  -66.61  -66.54  -66.55  -66.39  -66.08  -65.79  -65.79  -65.87  -65.82  -65.98
  150.00  -63.15  -62.85  -62.66  -62.72  -62.66  -62.48  -62.39  -62.51  -62.85  -63.09  -63.51  -63.37  -63.07  -62.87  -62.74  -62.55  -62.47  -62.39  -62.19  -61.88  -61.76  -61.89  -61.90  -62.28
  175.00  -58.56  -58.60  -58.59  -58.74  -58.90  -58.87  -58.66  -58.28  -58.00  -57.97  -58.23  -58.16  -57.86  -57.75  -57.76  -57.88  -58.07  -58.23  -58.31  -58.30  -58.28  -58.37  -58.46  -58.77
  200.00  -54.29  -54.24  -54.00  -53.74  -53.54  -53.40  -53.39  -53.35  -53.16  -52.89  -52.82  -52.82  -52.74  -52.71  -52.66  -52.67  -52.88  -53.28  -53.74  -54.18  -54.51  -54.66  -54.81  -55.17
  225.00  -48.32  -48.27  -48.21  -48.17  -48.19  -48.28  -48.36  -48.44  -48.41  -48.21  -48.05  -47.97  -47.90  -47.95  -47.99  -47.98  -48.10  -48.50  -48.89  -49.17  -49.41  -49.57  -49.72  -50.09
