# 2012/04/11

1006.8	14.0	17.1	4.4	43.0	5.2	180.0	0.0	289.7	302.4	290.6
1005.5	25.0	13.4	2.7	48.0	4.6	135.0	0.6	286.2	297.4	286.9
1004.2	36.0	12.7	2.9	51.0	4.7	162.0	0.9	285.6	297.0	286.4
1002.8	48.0	12.5	3.4	54.0	4.9	169.4	1.2	285.5	297.4	286.3
1001.5	59.0	12.4	4.1	57.0	5.1	177.8	1.5	285.5	298.1	286.4
1000.2	69.0	12.3	4.8	60.0	5.4	183.5	1.9	285.5	298.7	286.4
998.8	81.0	12.3	4.9	61.0	5.5	187.8	2.3	285.6	299.0	286.5
997.4	93.0	12.2	4.8	60.0	5.4	191.6	2.7	285.6	298.8	286.5
995.8	107.0	12.1	4.2	59.0	5.2	194.1	3.1	285.6	298.4	286.5
994.5	117.0	11.9	3.9	58.0	5.1	196.2	3.5	285.5	298.1	286.4
993.2	128.0	11.8	3.9	58.0	5.1	197.8	3.8	285.6	298.1	286.4
991.8	141.0	11.7	3.9	59.0	5.1	199.1	4.1	285.6	298.1	286.4
990.4	152.0	11.6	3.9	59.0	5.1	200.2	4.3	285.6	298.1	286.5
989.2	162.0	11.5	4.1	60.0	5.2	201.0	4.5	285.6	298.3	286.5
988.0	172.0	11.4	3.9	60.0	5.1	201.4	4.6	285.6	298.2	286.5
987.0	181.0	11.3	3.9	60.0	5.1	202.1	4.7	285.6	298.2	286.4
986.0	189.0	11.2	3.9	61.0	5.2	202.9	4.7	285.5	298.2	286.4
985.0	197.0	11.1	3.8	61.0	5.1	203.3	4.7	285.5	298.1	286.4
983.9	207.0	11.0	3.8	61.0	5.1	203.8	4.8	285.5	298.1	286.4
982.5	219.0	10.9	3.8	61.0	5.1	204.9	4.8	285.5	298.1	286.4
981.1	231.0	10.8	3.6	61.0	5.1	206.4	4.9	285.6	298.0	286.4
979.6	244.0	10.7	3.5	61.0	5.0	207.8	4.9	285.6	298.0	286.4
978.0	257.0	10.6	3.5	61.0	5.0	209.3	5.0	285.6	298.0	286.5
976.7	269.0	10.5	3.6	62.0	5.1	211.2	5.2	285.6	298.1	286.5
975.4	279.0	10.4	3.6	63.0	5.1	213.3	5.4	285.6	298.2	286.5
